"Internal migration between regions by sex and age 1986-2016 - Division into municipalites as of 1 January 2017  "

"Sex";"Year";"Region migrated from";"Under 1 year To capital area";"Under 1 year To Southwest";"Under 1 year To West";"Under 1 year To Westfjords";"Under 1 year To Northwest";"Under 1 year To Norrheast";"Under 1 year To East";"Under 1 year To South";"1 year To capital area";"1 year To Southwest";"1 year To West";"1 year To Westfjords";"1 year To Northwest";"1 year To Norrheast";"1 year To East";"1 year To South";"2 years To capital area";"2 years To Southwest";"2 years To West";"2 years To Westfjords";"2 years To Northwest";"2 years To Norrheast";"2 years To East";"2 years To South";"3 years To capital area";"3 years To Southwest";"3 years To West";"3 years To Westfjords";"3 years To Northwest";"3 years To Norrheast";"3 years To East";"3 years To South";"4 years To capital area";"4 years To Southwest";"4 years To West";"4 years To Westfjords";"4 years To Northwest";"4 years To Norrheast";"4 years To East";"4 years To South";"5 years To capital area";"5 years To Southwest";"5 years To West";"5 years To Westfjords";"5 years To Northwest";"5 years To Norrheast";"5 years To East";"5 years To South";"6 years To capital area";"6 years To Southwest";"6 years To West";"6 years To Westfjords";"6 years To Northwest";"6 years To Norrheast";"6 years To East";"6 years To South";"7 years To capital area";"7 years To Southwest";"7 years To West";"7 years To Westfjords";"7 years To Northwest";"7 years To Norrheast";"7 years To East";"7 years To South";"8 years To capital area";"8 years To Southwest";"8 years To West";"8 years To Westfjords";"8 years To Northwest";"8 years To Norrheast";"8 years To East";"8 years To South";"9 years To capital area";"9 years To Southwest";"9 years To West";"9 years To Westfjords";"9 years To Northwest";"9 years To Norrheast";"9 years To East";"9 years To South";"10 years To capital area";"10 years To Southwest";"10 years To West";"10 years To Westfjords";"10 years To Northwest";"10 years To Norrheast";"10 years To East";"10 years To South";"11 years To capital area";"11 years To Southwest";"11 years To West";"11 years To Westfjords";"11 years To Northwest";"11 years To Norrheast";"11 years To East";"11 years To South";"12 years To capital area";"12 years To Southwest";"12 years To West";"12 years To Westfjords";"12 years To Northwest";"12 years To Norrheast";"12 years To East";"12 years To South";"13 years To capital area";"13 years To Southwest";"13 years To West";"13 years To Westfjords";"13 years To Northwest";"13 years To Norrheast";"13 years To East";"13 years To South";"14 years To capital area";"14 years To Southwest";"14 years To West";"14 years To Westfjords";"14 years To Northwest";"14 years To Norrheast";"14 years To East";"14 years To South";"15 years To capital area";"15 years To Southwest";"15 years To West";"15 years To Westfjords";"15 years To Northwest";"15 years To Norrheast";"15 years To East";"15 years To South";"16 years To capital area";"16 years To Southwest";"16 years To West";"16 years To Westfjords";"16 years To Northwest";"16 years To Norrheast";"16 years To East";"16 years To South";"17 years To capital area";"17 years To Southwest";"17 years To West";"17 years To Westfjords";"17 years To Northwest";"17 years To Norrheast";"17 years To East";"17 years To South";"18 years To capital area";"18 years To Southwest";"18 years To West";"18 years To Westfjords";"18 years To Northwest";"18 years To Norrheast";"18 years To East";"18 years To South";"19 years To capital area";"19 years To Southwest";"19 years To West";"19 years To Westfjords";"19 years To Northwest";"19 years To Norrheast";"19 years To East";"19 years To South";"20 years To capital area";"20 years To Southwest";"20 years To West";"20 years To Westfjords";"20 years To Northwest";"20 years To Norrheast";"20 years To East";"20 years To South";"21 years To capital area";"21 years To Southwest";"21 years To West";"21 years To Westfjords";"21 years To Northwest";"21 years To Norrheast";"21 years To East";"21 years To South";"22 years To capital area";"22 years To Southwest";"22 years To West";"22 years To Westfjords";"22 years To Northwest";"22 years To Norrheast";"22 years To East";"22 years To South";"23 years To capital area";"23 years To Southwest";"23 years To West";"23 years To Westfjords";"23 years To Northwest";"23 years To Norrheast";"23 years To East";"23 years To South";"24 years To capital area";"24 years To Southwest";"24 years To West";"24 years To Westfjords";"24 years To Northwest";"24 years To Norrheast";"24 years To East";"24 years To South";"25 years To capital area";"25 years To Southwest";"25 years To West";"25 years To Westfjords";"25 years To Northwest";"25 years To Norrheast";"25 years To East";"25 years To South";"26 years To capital area";"26 years To Southwest";"26 years To West";"26 years To Westfjords";"26 years To Northwest";"26 years To Norrheast";"26 years To East";"26 years To South";"27 years To capital area";"27 years To Southwest";"27 years To West";"27 years To Westfjords";"27 years To Northwest";"27 years To Norrheast";"27 years To East";"27 years To South";"28 years To capital area";"28 years To Southwest";"28 years To West";"28 years To Westfjords";"28 years To Northwest";"28 years To Norrheast";"28 years To East";"28 years To South";"29 years To capital area";"29 years To Southwest";"29 years To West";"29 years To Westfjords";"29 years To Northwest";"29 years To Norrheast";"29 years To East";"29 years To South";"30 years To capital area";"30 years To Southwest";"30 years To West";"30 years To Westfjords";"30 years To Northwest";"30 years To Norrheast";"30 years To East";"30 years To South";"31 years To capital area";"31 years To Southwest";"31 years To West";"31 years To Westfjords";"31 years To Northwest";"31 years To Norrheast";"31 years To East";"31 years To South";"32 years To capital area";"32 years To Southwest";"32 years To West";"32 years To Westfjords";"32 years To Northwest";"32 years To Norrheast";"32 years To East";"32 years To South";"33 years To capital area";"33 years To Southwest";"33 years To West";"33 years To Westfjords";"33 years To Northwest";"33 years To Norrheast";"33 years To East";"33 years To South";"34 years To capital area";"34 years To Southwest";"34 years To West";"34 years To Westfjords";"34 years To Northwest";"34 years To Norrheast";"34 years To East";"34 years To South";"35 years To capital area";"35 years To Southwest";"35 years To West";"35 years To Westfjords";"35 years To Northwest";"35 years To Norrheast";"35 years To East";"35 years To South";"36 years To capital area";"36 years To Southwest";"36 years To West";"36 years To Westfjords";"36 years To Northwest";"36 years To Norrheast";"36 years To East";"36 years To South";"37 years To capital area";"37 years To Southwest";"37 years To West";"37 years To Westfjords";"37 years To Northwest";"37 years To Norrheast";"37 years To East";"37 years To South";"38 years To capital area";"38 years To Southwest";"38 years To West";"38 years To Westfjords";"38 years To Northwest";"38 years To Norrheast";"38 years To East";"38 years To South";"39 years To capital area";"39 years To Southwest";"39 years To West";"39 years To Westfjords";"39 years To Northwest";"39 years To Norrheast";"39 years To East";"39 years To South";"40 years To capital area";"40 years To Southwest";"40 years To West";"40 years To Westfjords";"40 years To Northwest";"40 years To Norrheast";"40 years To East";"40 years To South";"41 years To capital area";"41 years To Southwest";"41 years To West";"41 years To Westfjords";"41 years To Northwest";"41 years To Norrheast";"41 years To East";"41 years To South";"42 years To capital area";"42 years To Southwest";"42 years To West";"42 years To Westfjords";"42 years To Northwest";"42 years To Norrheast";"42 years To East";"42 years To South";"43 years To capital area";"43 years To Southwest";"43 years To West";"43 years To Westfjords";"43 years To Northwest";"43 years To Norrheast";"43 years To East";"43 years To South";"44 years To capital area";"44 years To Southwest";"44 years To West";"44 years To Westfjords";"44 years To Northwest";"44 years To Norrheast";"44 years To East";"44 years To South";"45 years To capital area";"45 years To Southwest";"45 years To West";"45 years To Westfjords";"45 years To Northwest";"45 years To Norrheast";"45 years To East";"45 years To South";"46 years To capital area";"46 years To Southwest";"46 years To West";"46 years To Westfjords";"46 years To Northwest";"46 years To Norrheast";"46 years To East";"46 years To South";"47 years To capital area";"47 years To Southwest";"47 years To West";"47 years To Westfjords";"47 years To Northwest";"47 years To Norrheast";"47 years To East";"47 years To South";"48 years To capital area";"48 years To Southwest";"48 years To West";"48 years To Westfjords";"48 years To Northwest";"48 years To Norrheast";"48 years To East";"48 years To South";"49 years To capital area";"49 years To Southwest";"49 years To West";"49 years To Westfjords";"49 years To Northwest";"49 years To Norrheast";"49 years To East";"49 years To South";"50 years To capital area";"50 years To Southwest";"50 years To West";"50 years To Westfjords";"50 years To Northwest";"50 years To Norrheast";"50 years To East";"50 years To South";"51 years To capital area";"51 years To Southwest";"51 years To West";"51 years To Westfjords";"51 years To Northwest";"51 years To Norrheast";"51 years To East";"51 years To South";"52 years To capital area";"52 years To Southwest";"52 years To West";"52 years To Westfjords";"52 years To Northwest";"52 years To Norrheast";"52 years To East";"52 years To South";"53 years To capital area";"53 years To Southwest";"53 years To West";"53 years To Westfjords";"53 years To Northwest";"53 years To Norrheast";"53 years To East";"53 years To South";"54 years To capital area";"54 years To Southwest";"54 years To West";"54 years To Westfjords";"54 years To Northwest";"54 years To Norrheast";"54 years To East";"54 years To South";"55 years To capital area";"55 years To Southwest";"55 years To West";"55 years To Westfjords";"55 years To Northwest";"55 years To Norrheast";"55 years To East";"55 years To South";"56 years To capital area";"56 years To Southwest";"56 years To West";"56 years To Westfjords";"56 years To Northwest";"56 years To Norrheast";"56 years To East";"56 years To South";"57 years To capital area";"57 years To Southwest";"57 years To West";"57 years To Westfjords";"57 years To Northwest";"57 years To Norrheast";"57 years To East";"57 years To South";"58 years To capital area";"58 years To Southwest";"58 years To West";"58 years To Westfjords";"58 years To Northwest";"58 years To Norrheast";"58 years To East";"58 years To South";"59 years To capital area";"59 years To Southwest";"59 years To West";"59 years To Westfjords";"59 years To Northwest";"59 years To Norrheast";"59 years To East";"59 years To South";"60 years To capital area";"60 years To Southwest";"60 years To West";"60 years To Westfjords";"60 years To Northwest";"60 years To Norrheast";"60 years To East";"60 years To South";"61 years To capital area";"61 years To Southwest";"61 years To West";"61 years To Westfjords";"61 years To Northwest";"61 years To Norrheast";"61 years To East";"61 years To South";"62 years To capital area";"62 years To Southwest";"62 years To West";"62 years To Westfjords";"62 years To Northwest";"62 years To Norrheast";"62 years To East";"62 years To South";"63 years To capital area";"63 years To Southwest";"63 years To West";"63 years To Westfjords";"63 years To Northwest";"63 years To Norrheast";"63 years To East";"63 years To South";"64 years To capital area";"64 years To Southwest";"64 years To West";"64 years To Westfjords";"64 years To Northwest";"64 years To Norrheast";"64 years To East";"64 years To South";"65 years To capital area";"65 years To Southwest";"65 years To West";"65 years To Westfjords";"65 years To Northwest";"65 years To Norrheast";"65 years To East";"65 years To South";"66 years To capital area";"66 years To Southwest";"66 years To West";"66 years To Westfjords";"66 years To Northwest";"66 years To Norrheast";"66 years To East";"66 years To South";"67 years To capital area";"67 years To Southwest";"67 years To West";"67 years To Westfjords";"67 years To Northwest";"67 years To Norrheast";"67 years To East";"67 years To South";"68 years To capital area";"68 years To Southwest";"68 years To West";"68 years To Westfjords";"68 years To Northwest";"68 years To Norrheast";"68 years To East";"68 years To South";"69 years To capital area";"69 years To Southwest";"69 years To West";"69 years To Westfjords";"69 years To Northwest";"69 years To Norrheast";"69 years To East";"69 years To South";"70 years To capital area";"70 years To Southwest";"70 years To West";"70 years To Westfjords";"70 years To Northwest";"70 years To Norrheast";"70 years To East";"70 years To South";"71 years To capital area";"71 years To Southwest";"71 years To West";"71 years To Westfjords";"71 years To Northwest";"71 years To Norrheast";"71 years To East";"71 years To South";"72 years To capital area";"72 years To Southwest";"72 years To West";"72 years To Westfjords";"72 years To Northwest";"72 years To Norrheast";"72 years To East";"72 years To South";"73 years To capital area";"73 years To Southwest";"73 years To West";"73 years To Westfjords";"73 years To Northwest";"73 years To Norrheast";"73 years To East";"73 years To South";"74 years To capital area";"74 years To Southwest";"74 years To West";"74 years To Westfjords";"74 years To Northwest";"74 years To Norrheast";"74 years To East";"74 years To South";"75 years To capital area";"75 years To Southwest";"75 years To West";"75 years To Westfjords";"75 years To Northwest";"75 years To Norrheast";"75 years To East";"75 years To South";"76 years To capital area";"76 years To Southwest";"76 years To West";"76 years To Westfjords";"76 years To Northwest";"76 years To Norrheast";"76 years To East";"76 years To South";"77 years To capital area";"77 years To Southwest";"77 years To West";"77 years To Westfjords";"77 years To Northwest";"77 years To Norrheast";"77 years To East";"77 years To South";"78 years To capital area";"78 years To Southwest";"78 years To West";"78 years To Westfjords";"78 years To Northwest";"78 years To Norrheast";"78 years To East";"78 years To South";"79 years To capital area";"79 years To Southwest";"79 years To West";"79 years To Westfjords";"79 years To Northwest";"79 years To Norrheast";"79 years To East";"79 years To South";"80 years and over To capital area";"80 years and over To Southwest";"80 years and over To West";"80 years and over To Westfjords";"80 years and over To Northwest";"80 years and over To Norrheast";"80 years and over To East";"80 years and over To South"
"Females";"1998";"From capital area";0;6;8;2;4;12;4;9;0;5;8;4;3;13;4;11;0;5;8;4;1;5;1;7;0;3;6;3;3;3;5;11;0;5;5;1;1;7;3;2;0;2;3;3;3;8;2;5;0;3;8;0;1;5;2;6;0;4;5;5;2;7;3;10;0;2;3;1;3;4;3;7;0;3;5;1;1;2;1;3;0;2;3;1;1;1;1;7;0;2;2;0;0;5;2;6;0;3;2;2;0;2;0;3;0;1;1;1;1;1;2;6;0;1;2;1;1;2;1;3;0;2;3;1;2;2;1;5;0;2;6;3;1;1;3;5;0;4;5;3;1;8;3;8;0;4;5;3;4;4;3;6;0;8;7;1;4;15;5;8;0;7;7;8;3;8;3;5;0;7;9;5;6;8;4;9;0;7;9;9;3;21;6;9;0;9;8;2;5;15;9;20;0;5;3;5;4;16;9;14;0;12;11;2;4;14;4;15;0;7;5;4;4;17;7;7;0;6;9;5;5;11;4;9;0;5;3;4;2;4;4;7;0;5;7;1;3;12;4;5;0;5;1;6;3;7;3;12;0;3;7;2;2;13;5;8;0;1;3;0;0;6;4;4;0;3;4;3;0;3;1;10;0;1;3;3;1;4;0;10;0;3;3;2;2;5;3;6;0;2;6;2;0;2;0;1;0;0;0;1;0;0;2;2;0;3;3;3;0;1;2;7;0;1;1;2;0;2;4;4;0;3;1;2;0;3;1;5;0;1;3;1;1;0;0;2;0;1;4;0;2;1;1;3;0;3;3;2;2;0;4;4;0;4;3;0;2;1;1;2;0;2;1;1;0;3;1;1;0;1;0;0;0;1;0;4;0;5;2;2;0;1;0;1;0;1;1;1;0;0;0;1;0;2;1;1;1;2;0;4;0;1;0;0;0;1;1;1;0;0;1;2;0;3;0;0;0;0;1;1;0;1;1;1;0;2;2;2;0;0;0;3;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;3;0;0;0;0;0;3;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;1;1;3;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;2
"Females";"1998";"From Southwest";5;0;1;0;0;0;1;0;4;0;0;0;0;0;0;1;6;0;1;1;0;0;0;1;2;0;0;1;1;1;0;0;2;0;0;0;0;0;1;0;4;0;0;0;0;0;0;1;7;0;0;1;0;0;0;0;6;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;5;0;0;0;1;1;0;0;3;0;2;0;0;0;0;1;2;0;0;0;1;0;0;0;5;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;7;0;1;0;0;2;0;0;2;0;0;0;0;0;0;0;6;0;2;1;0;2;0;0;4;0;1;0;1;1;2;1;11;0;0;0;0;1;0;1;9;0;0;0;1;0;0;0;8;0;0;0;1;1;2;1;11;0;0;3;0;1;2;1;11;0;0;1;0;0;1;0;11;0;0;0;0;1;0;0;8;0;1;1;1;0;0;1;9;0;0;0;0;2;0;1;4;0;0;0;0;1;0;1;5;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;9;0;0;0;1;0;0;0;7;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;2;0;0;0;1;2;4;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;3;0;0;0;0;1;0;1;1;0;0;1;0;3;0;0;3;0;0;0;0;0;1;0;5;0;0;0;0;1;0;0;2;0;0;0;0;1;0;1;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;3;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"Females";"1998";"From West";3;1;0;0;0;1;0;0;6;1;0;0;0;2;0;1;4;0;0;0;0;0;0;0;5;0;0;0;1;0;0;2;4;1;0;0;0;2;0;0;4;0;0;0;0;0;0;0;3;0;0;0;0;1;0;4;5;1;0;1;0;0;1;1;5;0;0;0;0;0;0;2;4;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;4;0;0;1;0;0;1;1;5;0;0;1;0;0;0;0;1;0;0;1;0;1;0;1;5;1;0;0;0;0;0;0;7;0;0;0;0;0;0;0;11;0;0;1;1;1;2;1;5;1;0;1;0;0;0;0;10;0;0;2;0;0;0;1;16;0;0;0;1;0;0;3;18;0;0;2;0;1;0;0;15;1;0;1;1;2;0;0;12;0;0;0;0;2;0;0;8;0;0;0;0;1;1;1;13;0;0;1;0;1;1;2;9;0;0;0;0;1;0;1;7;0;0;0;1;1;0;1;13;1;0;0;0;1;1;1;8;0;0;0;0;0;0;2;4;0;0;0;1;0;0;0;7;0;0;0;1;0;0;2;7;0;0;0;0;0;0;3;3;0;0;0;0;1;0;1;3;2;0;0;0;0;0;0;4;1;0;0;1;0;1;1;2;0;0;0;0;0;0;1;4;0;0;1;0;0;0;0;4;0;0;0;0;1;0;0;6;0;0;2;0;0;2;1;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;2;5;0;0;1;0;0;1;0;4;2;0;0;0;1;0;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
"Females";"1998";"From Westfjords";8;1;1;0;0;1;0;0;5;1;1;0;0;1;2;0;2;1;0;0;0;1;0;0;7;0;0;0;1;1;0;0;8;0;0;0;0;1;1;0;3;1;2;0;0;0;1;2;3;0;0;0;0;1;0;0;4;1;1;0;0;0;0;1;6;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;3;1;1;0;0;1;0;0;2;0;1;0;0;0;0;0;3;1;0;0;0;0;0;1;4;0;0;0;0;1;1;0;5;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;6;0;1;0;1;0;0;0;5;0;2;0;0;1;0;1;4;0;1;0;1;0;1;0;6;0;0;0;0;0;0;0;12;1;0;0;0;1;1;0;8;1;1;0;0;1;1;1;12;1;1;0;1;2;0;1;5;0;0;0;0;2;0;0;14;1;0;0;1;0;0;0;8;2;0;0;0;4;0;1;7;1;0;0;0;0;0;1;4;0;0;0;0;0;1;0;5;0;0;0;0;0;0;1;1;1;3;0;0;0;0;0;3;0;0;0;0;0;0;0;6;1;0;0;1;0;1;0;2;0;2;0;0;0;0;0;4;0;1;0;0;1;1;1;4;0;0;0;1;1;0;0;4;0;1;0;0;0;1;1;4;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;3;2;1;0;0;2;0;0;3;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;2;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
"Females";"1998";"From Northwest";6;0;0;0;0;0;0;0;9;0;0;0;0;1;0;0;5;1;0;1;0;0;0;1;7;1;0;0;0;1;0;0;7;0;0;0;0;1;0;2;3;1;1;0;0;0;0;1;2;0;2;1;0;0;0;2;5;0;0;0;0;1;0;1;2;0;0;0;0;2;0;1;1;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;1;0;0;0;0;1;5;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;4;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;2;2;0;0;0;1;0;3;10;1;0;1;0;1;0;1;11;0;0;0;0;2;0;0;10;0;1;0;0;2;0;1;12;0;0;0;0;4;0;0;5;0;2;0;0;1;0;4;7;1;0;0;0;1;0;0;10;0;0;0;0;4;0;1;5;1;1;0;0;1;0;0;14;0;0;0;0;0;0;0;2;1;1;0;0;0;0;1;4;0;1;0;0;0;0;1;5;0;0;0;0;1;0;0;4;0;1;0;0;0;0;0;6;0;0;0;0;1;1;1;4;0;0;1;0;0;0;0;3;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;1;4;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;3;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;2;0;2;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"Females";"1998";"From Northeast";17;0;2;1;0;0;0;0;13;0;0;0;3;0;3;0;15;1;1;0;0;0;0;2;13;2;0;1;0;0;1;0;8;3;1;0;1;0;2;0;8;2;1;2;0;0;1;0;6;0;0;0;0;0;0;0;6;0;2;1;0;0;1;2;4;1;1;0;2;0;0;0;6;0;0;0;0;0;0;0;3;2;0;0;0;0;1;1;1;1;1;1;0;0;0;0;8;0;1;0;0;0;0;1;6;2;0;0;0;0;0;0;4;1;2;0;0;0;0;1;5;3;2;0;0;0;0;0;10;1;0;0;0;0;0;0;5;0;0;1;2;0;1;0;9;2;0;0;2;0;2;0;9;2;1;0;0;0;1;0;27;1;1;1;3;0;2;1;28;1;1;1;1;0;1;0;24;1;0;0;0;0;3;1;33;1;3;1;2;0;0;1;28;1;2;2;0;0;1;2;26;2;0;1;2;0;1;1;18;2;0;0;1;0;2;0;16;0;1;2;0;0;2;1;11;0;1;1;2;0;0;1;13;2;0;0;1;0;0;0;15;1;1;0;0;0;0;1;8;1;0;0;0;0;0;1;7;0;1;0;1;0;1;0;9;1;0;0;2;0;1;0;7;0;0;0;0;0;1;0;6;0;1;0;1;0;0;1;0;1;1;0;1;0;0;1;3;2;0;0;0;0;0;1;5;2;0;0;0;0;0;0;6;0;1;0;0;0;1;1;3;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;8;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;3;0;0;0;0;1;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
