"TIME","GEO","AGE","SEX","UNIT","Value"
"2011","Netherlands","96 years","Females","Number","3,705"
"2011","Netherlands","97 years","Males","Number","545"
"2011","Netherlands","97 years","Females","Number","2,514"
"2011","Netherlands","98 years","Males","Number","303"
"2011","Netherlands","98 years","Females","Number","1,612"
"2011","Netherlands","99 years","Males","Number","177"
"2011","Netherlands","99 years","Females","Number","1,042"
"2011","Netherlands","Open-ended age class","Males","Number","243"
"2011","Netherlands","Open-ended age class","Females","Number","1,561"
"2012","Netherlands","Less than 1 year","Males","Number","92,095"
"2012","Netherlands","Less than 1 year","Females","Number","87,558"
"2012","Netherlands","1 year","Males","Number","94,277"
"2012","Netherlands","1 year","Females","Number","90,464"
"2012","Netherlands","2 years","Males","Number","95,056"
"2012","Netherlands","2 years","Females","Number","90,634"
"2012","Netherlands","3 years","Males","Number","95,484"
"2012","Netherlands","3 years","Females","Number","90,478"
"2012","Netherlands","4 years","Males","Number","93,255"
"2012","Netherlands","4 years","Females","Number","89,435"
"2012","Netherlands","5 years","Males","Number","95,326"
"2012","Netherlands","5 years","Females","Number","90,482"
"2012","Netherlands","6 years","Males","Number","96,080"
"2012","Netherlands","6 years","Females","Number","91,692"
"2012","Netherlands","7 years","Males","Number","98,819"
"2012","Netherlands","7 years","Females","Number","94,756"
"2012","Netherlands","8 years","Males","Number","102,511"
"2012","Netherlands","8 years","Females","Number","97,778"
"2012","Netherlands","9 years","Males","Number","102,989"
"2012","Netherlands","9 years","Females","Number","98,259"
"2012","Netherlands","10 years","Males","Number","103,855"
"2012","Netherlands","10 years","Females","Number","99,379"
"2012","Netherlands","11 years","Males","Number","105,577"
"2012","Netherlands","11 years","Females","Number","101,411"
"2012","Netherlands","12 years","Males","Number","103,677"
"2012","Netherlands","12 years","Females","Number","98,763"
"2012","Netherlands","13 years","Males","Number","102,939"
"2012","Netherlands","13 years","Females","Number","98,225"
"2012","Netherlands","14 years","Males","Number","99,624"
"2012","Netherlands","14 years","Females","Number","95,781"
"2012","Netherlands","15 years","Males","Number","99,957"
"2012","Netherlands","15 years","Females","Number","94,320"
"2012","Netherlands","16 years","Males","Number","99,707"
"2012","Netherlands","16 years","Females","Number","95,224"
"2012","Netherlands","17 years","Males","Number","102,855"
"2012","Netherlands","17 years","Females","Number","98,048"
"2012","Netherlands","18 years","Males","Number","103,172"
"2012","Netherlands","18 years","Females","Number","98,645"
"2012","Netherlands","19 years","Males","Number","105,393"
"2012","Netherlands","19 years","Females","Number","100,774"
"2012","Netherlands","20 years","Males","Number","107,151"
"2012","Netherlands","20 years","Females","Number","103,952"
"2012","Netherlands","21 years","Males","Number","108,555"
"2012","Netherlands","21 years","Females","Number","105,529"
"2012","Netherlands","22 years","Males","Number","104,690"
"2012","Netherlands","22 years","Females","Number","103,279"
"2012","Netherlands","23 years","Males","Number","104,609"
"2012","Netherlands","23 years","Females","Number","102,941"
"2012","Netherlands","24 years","Males","Number","105,623"
"2012","Netherlands","24 years","Females","Number","103,208"
"2012","Netherlands","25 years","Males","Number","104,823"
"2012","Netherlands","25 years","Females","Number","103,792"
"2012","Netherlands","26 years","Males","Number","103,034"
"2012","Netherlands","26 years","Females","Number","101,569"
"2012","Netherlands","27 years","Males","Number","102,265"
"2012","Netherlands","27 years","Females","Number","99,959"
"2012","Netherlands","28 years","Males","Number","99,383"
"2012","Netherlands","28 years","Females","Number","97,917"
"2012","Netherlands","29 years","Males","Number","99,878"
"2012","Netherlands","29 years","Females","Number","98,691"
"2012","Netherlands","30 years","Males","Number","101,858"
"2012","Netherlands","30 years","Females","Number","101,723"
"2012","Netherlands","31 years","Males","Number","103,730"
"2012","Netherlands","31 years","Females","Number","102,949"
"2012","Netherlands","32 years","Males","Number","100,265"
"2012","Netherlands","32 years","Females","Number","99,694"
"2012","Netherlands","33 years","Males","Number","100,315"
"2012","Netherlands","33 years","Females","Number","100,462"
"2012","Netherlands","34 years","Males","Number","99,000"
"2012","Netherlands","34 years","Females","Number","99,263"
"2012","Netherlands","35 years","Males","Number","100,518"
"2012","Netherlands","35 years","Females","Number","99,766"
"2012","Netherlands","36 years","Males","Number","101,006"
"2012","Netherlands","36 years","Females","Number","101,337"
"2012","Netherlands","37 years","Males","Number","105,472"
"2012","Netherlands","37 years","Females","Number","106,110"
"2012","Netherlands","38 years","Males","Number","109,500"
"2012","Netherlands","38 years","Females","Number","110,115"
"2012","Netherlands","39 years","Males","Number","118,475"
"2012","Netherlands","39 years","Females","Number","119,487"
"2012","Netherlands","40 years","Males","Number","125,365"
"2012","Netherlands","40 years","Females","Number","124,449"
"2012","Netherlands","41 years","Males","Number","131,261"
"2012","Netherlands","41 years","Females","Number","130,048"
"2012","Netherlands","42 years","Males","Number","134,636"
"2012","Netherlands","42 years","Females","Number","132,556"
"2012","Netherlands","43 years","Males","Number","129,064"
"2012","Netherlands","43 years","Females","Number","127,289"
"2012","Netherlands","44 years","Males","Number","128,162"
"2012","Netherlands","44 years","Females","Number","125,723"
"2012","Netherlands","45 years","Males","Number","129,258"
"2012","Netherlands","45 years","Females","Number","126,510"
"2012","Netherlands","46 years","Males","Number","131,562"
"2012","Netherlands","46 years","Females","Number","128,501"
"2012","Netherlands","47 years","Males","Number","133,800"
"2012","Netherlands","47 years","Females","Number","131,053"
"2012","Netherlands","48 years","Males","Number","131,623"
"2012","Netherlands","48 years","Females","Number","128,935"
"2012","Netherlands","49 years","Males","Number","128,728"
"2012","Netherlands","49 years","Females","Number","127,335"
"2012","Netherlands","50 years","Males","Number","127,390"
"2012","Netherlands","50 years","Females","Number","126,239"
"2012","Netherlands","51 years","Males","Number","124,228"
"2012","Netherlands","51 years","Females","Number","122,795"
"2012","Netherlands","52 years","Males","Number","122,834"
"2012","Netherlands","52 years","Females","Number","121,841"
"2012","Netherlands","53 years","Males","Number","119,535"
"2012","Netherlands","53 years","Females","Number","118,520"
"2012","Netherlands","54 years","Males","Number","116,756"
"2012","Netherlands","54 years","Females","Number","116,305"
"2012","Netherlands","55 years","Males","Number","115,097"
"2012","Netherlands","55 years","Females","Number","113,951"
"2012","Netherlands","56 years","Males","Number","111,433"
"2012","Netherlands","56 years","Females","Number","111,744"
"2012","Netherlands","57 years","Males","Number","110,310"
"2012","Netherlands","57 years","Females","Number","109,542"
"2012","Netherlands","58 years","Males","Number","108,374"
"2012","Netherlands","58 years","Females","Number","107,855"
"2012","Netherlands","59 years","Males","Number","108,482"
"2012","Netherlands","59 years","Females","Number","107,754"
"2012","Netherlands","60 years","Males","Number","104,613"
"2012","Netherlands","60 years","Females","Number","103,759"
"2012","Netherlands","61 years","Males","Number","104,685"
"2012","Netherlands","61 years","Females","Number","104,135"
"2012","Netherlands","62 years","Males","Number","105,767"
"2012","Netherlands","62 years","Females","Number","105,090"
"2012","Netherlands","63 years","Males","Number","108,475"
"2012","Netherlands","63 years","Females","Number","107,681"
"2012","Netherlands","64 years","Males","Number","112,789"
"2012","Netherlands","64 years","Females","Number","113,496"
"2012","Netherlands","65 years","Males","Number","115,864"
"2012","Netherlands","65 years","Females","Number","115,931"
"2012","Netherlands","66 years","Males","Number","81,810"
"2012","Netherlands","66 years","Females","Number","83,094"
"2012","Netherlands","67 years","Males","Number","84,379"
"2012","Netherlands","67 years","Females","Number","86,340"
"2012","Netherlands","68 years","Males","Number","79,088"
"2012","Netherlands","68 years","Females","Number","81,114"
"2012","Netherlands","69 years","Males","Number","71,848"
"2012","Netherlands","69 years","Females","Number","74,588"
"2012","Netherlands","70 years","Males","Number","67,092"
"2012","Netherlands","70 years","Females","Number","70,490"
"2012","Netherlands","71 years","Males","Number","67,066"
"2012","Netherlands","71 years","Females","Number","71,987"
"2012","Netherlands","72 years","Males","Number","62,543"
"2012","Netherlands","72 years","Females","Number","68,972"
"2012","Netherlands","73 years","Males","Number","59,566"
"2012","Netherlands","73 years","Females","Number","66,417"
"2012","Netherlands","74 years","Males","Number","53,848"
"2012","Netherlands","74 years","Females","Number","61,772"
"2012","Netherlands","75 years","Males","Number","51,481"
"2012","Netherlands","75 years","Females","Number","60,445"
"2012","Netherlands","76 years","Males","Number","47,841"
"2012","Netherlands","76 years","Females","Number","57,932"
"2012","Netherlands","77 years","Males","Number","44,758"
"2012","Netherlands","77 years","Females","Number","56,309"
"2012","Netherlands","78 years","Males","Number","41,205"
"2012","Netherlands","78 years","Females","Number","53,788"
"2012","Netherlands","79 years","Males","Number","39,222"
"2012","Netherlands","79 years","Females","Number","53,563"
"2012","Netherlands","80 years","Males","Number","35,725"
"2012","Netherlands","80 years","Females","Number","50,541"
"2012","Netherlands","81 years","Males","Number","32,844"
"2012","Netherlands","81 years","Females","Number","48,946"
"2012","Netherlands","82 years","Males","Number","28,459"
"2012","Netherlands","82 years","Females","Number","44,701"
"2012","Netherlands","83 years","Males","Number","25,437"
"2012","Netherlands","83 years","Females","Number","42,111"
"2012","Netherlands","84 years","Males","Number","21,956"
"2012","Netherlands","84 years","Females","Number","37,862"
"2012","Netherlands","85 years","Males","Number","19,112"
"2012","Netherlands","85 years","Females","Number","35,513"
"2012","Netherlands","86 years","Males","Number","16,213"
"2012","Netherlands","86 years","Females","Number","32,285"
"2012","Netherlands","87 years","Males","Number","13,490"
"2012","Netherlands","87 years","Females","Number","29,684"
"2012","Netherlands","88 years","Males","Number","11,608"
"2012","Netherlands","88 years","Females","Number","26,501"
"2012","Netherlands","89 years","Males","Number","9,103"
"2012","Netherlands","89 years","Females","Number","22,378"
"2012","Netherlands","90 years","Males","Number","7,379"
"2012","Netherlands","90 years","Females","Number","19,207"
"2012","Netherlands","91 years","Males","Number","5,732"
"2012","Netherlands","91 years","Females","Number","15,999"
"2012","Netherlands","92 years","Males","Number","3,539"
"2012","Netherlands","92 years","Females","Number","11,044"
"2012","Netherlands","93 years","Males","Number","2,463"
"2012","Netherlands","93 years","Females","Number","8,445"
"2012","Netherlands","94 years","Males","Number","1,799"
"2012","Netherlands","94 years","Females","Number","6,686"
"2012","Netherlands","95 years","Males","Number","1,233"
"2012","Netherlands","95 years","Females","Number","4,951"
"2012","Netherlands","96 years","Males","Number","769"
"2012","Netherlands","96 years","Females","Number","3,643"
"2012","Netherlands","97 years","Males","Number","582"
"2012","Netherlands","97 years","Females","Number","2,701"
"2012","Netherlands","98 years","Males","Number","360"
"2012","Netherlands","98 years","Females","Number","1,826"
"2012","Netherlands","99 years","Males","Number","200"
"2012","Netherlands","99 years","Females","Number","1,078"
"2012","Netherlands","Open-ended age class","Males","Number","232"
"2012","Netherlands","Open-ended age class","Females","Number","1,678"
"2013","Netherlands","Less than 1 year","Males","Number","89,957"
"2013","Netherlands","Less than 1 year","Females","Number","85,630"
"2013","Netherlands","1 year","Males","Number","92,368"
"2013","Netherlands","1 year","Females","Number","87,698"
"2013","Netherlands","2 years","Males","Number","94,354"
"2013","Netherlands","2 years","Females","Number","90,515"
"2013","Netherlands","3 years","Males","Number","95,073"
"2013","Netherlands","3 years","Females","Number","90,608"
"2013","Netherlands","4 years","Males","Number","95,481"
"2013","Netherlands","4 years","Females","Number","90,518"
"2013","Netherlands","5 years","Males","Number","93,174"
"2013","Netherlands","5 years","Females","Number","89,355"
"2013","Netherlands","6 years","Males","Number","95,340"
"2013","Netherlands","6 years","Females","Number","90,401"
"2013","Netherlands","7 years","Males","Number","96,023"
"2013","Netherlands","7 years","Females","Number","91,690"
"2013","Netherlands","8 years","Males","Number","98,820"
"2013","Netherlands","8 years","Females","Number","94,786"
"2013","Netherlands","9 years","Males","Number","102,542"
"2013","Netherlands","9 years","Females","Number","97,855"
"2013","Netherlands","10 years","Males","Number","103,043"
"2013","Netherlands","10 years","Females","Number","98,304"
"2013","Netherlands","11 years","Males","Number","103,940"
"2013","Netherlands","11 years","Females","Number","99,384"
"2013","Netherlands","12 years","Males","Number","105,641"
"2013","Netherlands","12 years","Females","Number","101,527"
"2013","Netherlands","13 years","Males","Number","103,735"
"2013","Netherlands","13 years","Females","Number","98,825"
"2013","Netherlands","14 years","Males","Number","103,028"
"2013","Netherlands","14 years","Females","Number","98,307"
"2013","Netherlands","15 years","Males","Number","99,713"
"2013","Netherlands","15 years","Females","Number","95,862"
"2013","Netherlands","16 years","Males","Number","100,132"
"2013","Netherlands","16 years","Females","Number","94,499"
"2013","Netherlands","17 years","Males","Number","99,943"
"2013","Netherlands","17 years","Females","Number","95,422"
"2013","Netherlands","18 years","Males","Number","103,691"
"2013","Netherlands","18 years","Females","Number","98,964"
"2013","Netherlands","19 years","Males","Number","104,280"
"2013","Netherlands","19 years","Females","Number","100,345"
"2013","Netherlands","20 years","Males","Number","106,387"
"2013","Netherlands","20 years","Females","Number","102,547"
"2013","Netherlands","21 years","Males","Number","107,995"
"2013","Netherlands","21 years","Females","Number","105,456"
"2013","Netherlands","22 years","Males","Number","109,307"
"2013","Netherlands","22 years","Females","Number","106,717"
"2013","Netherlands","23 years","Males","Number","105,380"
"2013","Netherlands","23 years","Females","Number","104,234"
"2013","Netherlands","24 years","Males","Number","105,148"
"2013","Netherlands","24 years","Females","Number","103,516"
"2013","Netherlands","25 years","Males","Number","105,838"
"2013","Netherlands","25 years","Females","Number","103,575"
"2013","Netherlands","26 years","Males","Number","104,966"
"2013","Netherlands","26 years","Females","Number","104,055"
"2013","Netherlands","27 years","Males","Number","103,180"
"2013","Netherlands","27 years","Females","Number","101,785"
"2013","Netherlands","28 years","Males","Number","102,220"
"2013","Netherlands","28 years","Females","Number","100,224"
"2013","Netherlands","29 years","Males","Number","99,422"
"2013","Netherlands","29 years","Females","Number","98,125"
"2013","Netherlands","30 years","Males","Number","99,902"
"2013","Netherlands","30 years","Females","Number","98,967"
"2013","Netherlands","31 years","Males","Number","101,634"
"2013","Netherlands","31 years","Females","Number","101,728"
"2013","Netherlands","32 years","Males","Number","103,548"
"2013","Netherlands","32 years","Females","Number","103,045"
"2013","Netherlands","33 years","Males","Number","100,086"
"2013","Netherlands","33 years","Females","Number","99,859"
"2013","Netherlands","34 years","Males","Number","100,229"
"2013","Netherlands","34 years","Females","Number","100,471"
"2013","Netherlands","35 years","Males","Number","98,749"
"2013","Netherlands","35 years","Females","Number","99,277"
"2013","Netherlands","36 years","Males","Number","100,321"
"2013","Netherlands","36 years","Females","Number","99,853"
"2013","Netherlands","37 years","Males","Number","100,718"
"2013","Netherlands","37 years","Females","Number","101,303"
"2013","Netherlands","38 years","Males","Number","105,195"
"2013","Netherlands","38 years","Females","Number","106,059"
"2013","Netherlands","39 years","Males","Number","109,216"
"2013","Netherlands","39 years","Females","Number","110,121"
"2013","Netherlands","40 years","Males","Number","118,099"
"2013","Netherlands","40 years","Females","Number","119,378"
"2013","Netherlands","41 years","Males","Number","124,925"
"2013","Netherlands","41 years","Females","Number","124,415"
"2013","Netherlands","42 years","Males","Number","130,799"
"2013","Netherlands","42 years","Females","Number","129,903"
"2013","Netherlands","43 years","Males","Number","134,322"
"2013","Netherlands","43 years","Females","Number","132,439"
"2013","Netherlands","44 years","Males","Number","128,685"
"2013","Netherlands","44 years","Females","Number","127,225"
"2013","Netherlands","45 years","Males","Number","127,853"
"2013","Netherlands","45 years","Females","Number","125,609"
"2013","Netherlands","46 years","Males","Number","128,808"
"2013","Netherlands","46 years","Females","Number","126,367"
"2013","Netherlands","47 years","Males","Number","131,137"
"2013","Netherlands","47 years","Females","Number","128,228"
"2013","Netherlands","48 years","Males","Number","133,360"
"2013","Netherlands","48 years","Females","Number","130,820"
"2013","Netherlands","49 years","Males","Number","131,072"
"2013","Netherlands","49 years","Females","Number","128,770"
"2013","Netherlands","50 years","Males","Number","128,243"
"2013","Netherlands","50 years","Females","Number","127,073"
"2013","Netherlands","51 years","Males","Number","126,805"
"2013","Netherlands","51 years","Females","Number","125,878"
"2013","Netherlands","52 years","Males","Number","123,630"
"2013","Netherlands","52 years","Females","Number","122,504"
"2013","Netherlands","53 years","Males","Number","122,331"
"2013","Netherlands","53 years","Females","Number","121,482"
"2013","Netherlands","54 years","Males","Number","118,868"
"2013","Netherlands","54 years","Females","Number","118,097"
"2013","Netherlands","55 years","Males","Number","116,095"
"2013","Netherlands","55 years","Females","Number","115,819"
"2013","Netherlands","56 years","Males","Number","114,411"
"2013","Netherlands","56 years","Females","Number","113,525"
"2013","Netherlands","57 years","Males","Number","110,650"
"2013","Netherlands","57 years","Females","Number","111,279"
"2013","Netherlands","58 years","Males","Number","109,542"
"2013","Netherlands","58 years","Females","Number","108,995"
"2013","Netherlands","59 years","Males","Number","107,573"
"2013","Netherlands","59 years","Females","Number","107,288"
"2013","Netherlands","60 years","Males","Number","107,642"
"2013","Netherlands","60 years","Females","Number","107,167"
"2013","Netherlands","61 years","Males","Number","103,739"
"2013","Netherlands","61 years","Females","Number","103,094"
"2013","Netherlands","62 years","Males","Number","103,659"
"2013","Netherlands","62 years","Females","Number","103,464"
"2013","Netherlands","63 years","Males","Number","104,605"
"2013","Netherlands","63 years","Females","Number","104,314"
"2013","Netherlands","64 years","Males","Number","107,231"
"2013","Netherlands","64 years","Females","Number","106,882"
"2013","Netherlands","65 years","Males","Number","111,268"
"2013","Netherlands","65 years","Females","Number","112,434"
"2013","Netherlands","66 years","Males","Number","114,195"
"2013","Netherlands","66 years","Females","Number","114,873"
"2013","Netherlands","67 years","Males","Number","80,549"
"2013","Netherlands","67 years","Females","Number","82,281"
"2013","Netherlands","68 years","Males","Number","82,945"
"2013","Netherlands","68 years","Females","Number","85,427"
"2013","Netherlands","69 years","Males","Number","77,634"
"2013","Netherlands","69 years","Females","Number","80,208"
"2013","Netherlands","70 years","Males","Number","70,353"
"2013","Netherlands","70 years","Females","Number","73,701"
"2013","Netherlands","71 years","Males","Number","65,649"
"2013","Netherlands","71 years","Females","Number","69,534"
"2013","Netherlands","72 years","Males","Number","65,490"
"2013","Netherlands","72 years","Females","Number","70,892"
"2013","Netherlands","73 years","Males","Number","60,877"
"2013","Netherlands","73 years","Females","Number","67,943"
"2013","Netherlands","74 years","Males","Number","57,838"
"2013","Netherlands","74 years","Females","Number","65,303"
"2013","Netherlands","75 years","Males","Number","52,097"
"2013","Netherlands","75 years","Females","Number","60,545"
"2013","Netherlands","76 years","Males","Number","49,610"
"2013","Netherlands","76 years","Females","Number","59,070"
"2013","Netherlands","77 years","Males","Number","45,900"
"2013","Netherlands","77 years","Females","Number","56,508"
"2013","Netherlands","78 years","Males","Number","42,634"
"2013","Netherlands","78 years","Females","Number","54,722"
"2013","Netherlands","79 years","Males","Number","38,995"
"2013","Netherlands","79 years","Females","Number","52,050"
"2013","Netherlands","80 years","Males","Number","36,876"
"2013","Netherlands","80 years","Females","Number","51,582"
"2013","Netherlands","81 years","Males","Number","33,419"
"2013","Netherlands","81 years","Females","Number","48,340"
"2013","Netherlands","82 years","Males","Number","30,275"
"2013","Netherlands","82 years","Females","Number","46,570"
"2013","Netherlands","83 years","Males","Number","26,114"
"2013","Netherlands","83 years","Females","Number","42,259"
"2013","Netherlands","84 years","Males","Number","23,011"
"2013","Netherlands","84 years","Females","Number","39,417"
"2013","Netherlands","85 years","Males","Number","19,570"
"2013","Netherlands","85 years","Females","Number","35,179"
"2013","Netherlands","86 years","Males","Number","16,932"
"2013","Netherlands","86 years","Females","Number","32,530"
"2013","Netherlands","87 years","Males","Number","14,060"
"2013","Netherlands","87 years","Females","Number","29,181"
"2013","Netherlands","88 years","Males","Number","11,588"
"2013","Netherlands","88 years","Females","Number","26,518"
"2013","Netherlands","89 years","Males","Number","9,809"
"2013","Netherlands","89 years","Females","Number","23,400"
"2013","Netherlands","90 years","Males","Number","7,449"
"2013","Netherlands","90 years","Females","Number","19,284"
"2013","Netherlands","91 years","Males","Number","5,880"
"2013","Netherlands","91 years","Females","Number","16,177"
"2013","Netherlands","92 years","Males","Number","4,506"
"2013","Netherlands","92 years","Females","Number","13,096"
"2013","Netherlands","93 years","Males","Number","2,707"
"2013","Netherlands","93 years","Females","Number","8,962"
"2013","Netherlands","94 years","Males","Number","1,801"
"2013","Netherlands","94 years","Females","Number","6,607"
"2013","Netherlands","95 years","Males","Number","1,267"
"2013","Netherlands","95 years","Females","Number","5,131"
"2013","Netherlands","96 years","Males","Number","849"
"2013","Netherlands","96 years","Females","Number","3,667"
"2013","Netherlands","97 years","Males","Number","535"
"2013","Netherlands","97 years","Females","Number","2,621"
"2013","Netherlands","98 years","Males","Number","360"
"2013","Netherlands","98 years","Females","Number","1,878"
"2013","Netherlands","99 years","Males","Number","234"
"2013","Netherlands","99 years","Females","Number","1,241"
"2013","Netherlands","Open-ended age class","Males","Number","260"
"2013","Netherlands","Open-ended age class","Females","Number","1,678"
"2014","Netherlands","Less than 1 year","Males","Number","87,763"
"2014","Netherlands","Less than 1 year","Females","Number","83,190"
"2014","Netherlands","1 year","Males","Number","90,184"
"2014","Netherlands","1 year","Females","Number","85,798"
"2014","Netherlands","2 years","Males","Number","92,438"
"2014","Netherlands","2 years","Females","Number","87,734"
"2014","Netherlands","3 years","Males","Number","94,351"
"2014","Netherlands","3 years","Females","Number","90,515"
"2014","Netherlands","4 years","Males","Number","95,058"
"2014","Netherlands","4 years","Females","Number","90,638"
"2014","Netherlands","5 years","Males","Number","95,374"
"2014","Netherlands","5 years","Females","Number","90,506"
"2014","Netherlands","6 years","Males","Number","93,242"
"2014","Netherlands","6 years","Females","Number","89,370"
"2014","Netherlands","7 years","Males","Number","95,470"
"2014","Netherlands","7 years","Females","Number","90,485"
"2014","Netherlands","8 years","Males","Number","96,103"
"2014","Netherlands","8 years","Females","Number","91,791"
"2014","Netherlands","9 years","Males","Number","98,946"
"2014","Netherlands","9 years","Females","Number","94,875"
"2014","Netherlands","10 years","Males","Number","102,717"
"2014","Netherlands","10 years","Females","Number","97,995"
"2014","Netherlands","11 years","Males","Number","103,155"
"2014","Netherlands","11 years","Females","Number","98,419"
"2014","Netherlands","12 years","Males","Number","104,107"
"2014","Netherlands","12 years","Females","Number","99,469"
"2014","Netherlands","13 years","Males","Number","105,841"
"2014","Netherlands","13 years","Females","Number","101,659"
"2014","Netherlands","14 years","Males","Number","103,906"
"2014","Netherlands","14 years","Females","Number","98,975"
"2014","Netherlands","15 years","Males","Number","103,223"
"2014","Netherlands","15 years","Females","Number","98,447"
"2014","Netherlands","16 years","Males","Number","99,934"
"2014","Netherlands","16 years","Females","Number","96,056"
"2014","Netherlands","17 years","Males","Number","100,357"
"2014","Netherlands","17 years","Females","Number","94,711"
"2014","Netherlands","18 years","Males","Number","100,920"
"2014","Netherlands","18 years","Females","Number","96,576"
"2014","Netherlands","19 years","Males","Number","105,035"
"2014","Netherlands","19 years","Females","Number","100,707"
"2014","Netherlands","20 years","Males","Number","105,405"
"2014","Netherlands","20 years","Females","Number","101,980"
"2014","Netherlands","21 years","Males","Number","107,317"
"2014","Netherlands","21 years","Females","Number","103,950"
"2014","Netherlands","22 years","Males","Number","108,916"
"2014","Netherlands","22 years","Females","Number","106,538"
"2014","Netherlands","23 years","Males","Number","110,062"
"2014","Netherlands","23 years","Females","Number","107,410"
"2014","Netherlands","24 years","Males","Number","105,979"
"2014","Netherlands","24 years","Females","Number","104,752"
"2014","Netherlands","25 years","Males","Number","105,371"
"2014","Netherlands","25 years","Females","Number","103,725"
"2014","Netherlands","26 years","Males","Number","106,168"
"2014","Netherlands","26 years","Females","Number","103,709"
"2014","Netherlands","27 years","Males","Number","105,274"
"2014","Netherlands","27 years","Females","Number","104,316"
"2014","Netherlands","28 years","Males","Number","103,378"
"2014","Netherlands","28 years","Females","Number","102,082"
"2014","Netherlands","29 years","Males","Number","102,329"
"2014","Netherlands","29 years","Females","Number","100,426"
"2014","Netherlands","30 years","Males","Number","99,539"
"2014","Netherlands","30 years","Females","Number","98,207"
"2014","Netherlands","31 years","Males","Number","100,065"
"2014","Netherlands","31 years","Females","Number","99,017"
"2014","Netherlands","32 years","Males","Number","101,631"
"2014","Netherlands","32 years","Females","Number","101,842"
"2014","Netherlands","33 years","Males","Number","103,460"
"2014","Netherlands","33 years","Females","Number","103,056"
"2014","Netherlands","34 years","Males","Number","100,095"
"2014","Netherlands","34 years","Females","Number","99,965"
"2014","Netherlands","35 years","Males","Number","100,148"
"2014","Netherlands","35 years","Females","Number","100,506"
"2014","Netherlands","36 years","Males","Number","98,600"
"2014","Netherlands","36 years","Females","Number","99,347"
"2014","Netherlands","37 years","Males","Number","100,250"
"2014","Netherlands","37 years","Females","Number","99,822"
"2014","Netherlands","38 years","Males","Number","100,678"
"2014","Netherlands","38 years","Females","Number","101,287"
"2014","Netherlands","39 years","Males","Number","105,018"
"2014","Netherlands","39 years","Females","Number","106,032"
"2014","Netherlands","40 years","Males","Number","109,017"
"2014","Netherlands","40 years","Females","Number","110,070"
"2014","Netherlands","41 years","Males","Number","117,813"
"2014","Netherlands","41 years","Females","Number","119,410"
"2014","Netherlands","42 years","Males","Number","124,804"
"2014","Netherlands","42 years","Females","Number","124,446"
"2014","Netherlands","43 years","Males","Number","130,567"
"2014","Netherlands","43 years","Females","Number","129,869"
"2014","Netherlands","44 years","Males","Number","133,990"
"2014","Netherlands","44 years","Females","Number","132,329"
"2014","Netherlands","45 years","Males","Number","128,325"
"2014","Netherlands","45 years","Females","Number","127,095"
"2014","Netherlands","46 years","Males","Number","127,537"
"2014","Netherlands","46 years","Females","Number","125,458"
"2014","Netherlands","47 years","Males","Number","128,479"
"2014","Netherlands","47 years","Females","Number","126,244"
"2014","Netherlands","48 years","Males","Number","130,798"
"2014","Netherlands","48 years","Females","Number","128,042"
"2014","Netherlands","49 years","Males","Number","132,926"
"2014","Netherlands","49 years","Females","Number","130,574"
"2014","Netherlands","50 years","Males","Number","130,522"
"2014","Netherlands","50 years","Females","Number","128,472"
"2014","Netherlands","51 years","Males","Number","127,708"
"2014","Netherlands","51 years","Females","Number","126,798"
"2014","Netherlands","52 years","Males","Number","126,236"
"2014","Netherlands","52 years","Females","Number","125,579"
"2014","Netherlands","53 years","Males","Number","123,027"
"2014","Netherlands","53 years","Females","Number","122,148"
"2014","Netherlands","54 years","Males","Number","121,705"
"2014","Netherlands","54 years","Females","Number","121,072"
"2014","Netherlands","55 years","Males","Number","118,220"
"2014","Netherlands","55 years","Females","Number","117,688"
"2014","Netherlands","56 years","Males","Number","115,440"
"2014","Netherlands","56 years","Females","Number","115,388"
"2014","Netherlands","57 years","Males","Number","113,652"
"2014","Netherlands","57 years","Females","Number","113,072"
"2014","Netherlands","58 years","Males","Number","109,876"
"2014","Netherlands","58 years","Females","Number","110,803"
"2014","Netherlands","59 years","Males","Number","108,710"
"2014","Netherlands","59 years","Females","Number","108,460"
"2014","Netherlands","60 years","Males","Number","106,712"
"2014","Netherlands","60 years","Females","Number","106,685"
"2014","Netherlands","61 years","Males","Number","106,729"
"2014","Netherlands","61 years","Females","Number","106,516"
"2014","Netherlands","62 years","Males","Number","102,818"
"2014","Netherlands","62 years","Females","Number","102,365"
"2014","Netherlands","63 years","Males","Number","102,636"
"2014","Netherlands","63 years","Females","Number","102,717"
"2014","Netherlands","64 years","Males","Number","103,451"
"2014","Netherlands","64 years","Females","Number","103,575"
"2014","Netherlands","65 years","Males","Number","105,864"
"2014","Netherlands","65 years","Females","Number","105,960"
"2014","Netherlands","66 years","Males","Number","109,724"
"2014","Netherlands","66 years","Females","Number","111,406"
"2014","Netherlands","67 years","Males","Number","112,462"
"2014","Netherlands","67 years","Females","Number","113,842"
"2014","Netherlands","68 years","Males","Number","79,192"
"2014","Netherlands","68 years","Females","Number","81,419"
"2014","Netherlands","69 years","Males","Number","81,446"
"2014","Netherlands","69 years","Females","Number","84,445"
"2014","Netherlands","70 years","Males","Number","76,102"
"2014","Netherlands","70 years","Females","Number","79,239"
"2014","Netherlands","71 years","Males","Number","68,798"
"2014","Netherlands","71 years","Females","Number","72,759"
"2014","Netherlands","72 years","Males","Number","64,114"
