"TIME","GEO","AGE","SEX","UNIT","Value"
"2014","Netherlands","72 years","Females","Number","68,587"
"2014","Netherlands","73 years","Males","Number","63,789"
"2014","Netherlands","73 years","Females","Number","69,807"
"2014","Netherlands","74 years","Males","Number","59,021"
"2014","Netherlands","74 years","Females","Number","66,731"
"2014","Netherlands","75 years","Males","Number","56,032"
"2014","Netherlands","75 years","Females","Number","64,067"
"2014","Netherlands","76 years","Males","Number","50,254"
"2014","Netherlands","76 years","Females","Number","59,217"
"2014","Netherlands","77 years","Males","Number","47,653"
"2014","Netherlands","77 years","Females","Number","57,639"
"2014","Netherlands","78 years","Males","Number","43,860"
"2014","Netherlands","78 years","Females","Number","54,970"
"2014","Netherlands","79 years","Males","Number","40,509"
"2014","Netherlands","79 years","Females","Number","53,027"
"2014","Netherlands","80 years","Males","Number","36,752"
"2014","Netherlands","80 years","Females","Number","50,086"
"2014","Netherlands","81 years","Males","Number","34,491"
"2014","Netherlands","81 years","Females","Number","49,360"
"2014","Netherlands","82 years","Males","Number","30,961"
"2014","Netherlands","82 years","Females","Number","46,105"
"2014","Netherlands","83 years","Males","Number","27,819"
"2014","Netherlands","83 years","Females","Number","44,069"
"2014","Netherlands","84 years","Males","Number","23,739"
"2014","Netherlands","84 years","Females","Number","39,665"
"2014","Netherlands","85 years","Males","Number","20,673"
"2014","Netherlands","85 years","Females","Number","36,671"
"2014","Netherlands","86 years","Males","Number","17,331"
"2014","Netherlands","86 years","Females","Number","32,267"
"2014","Netherlands","87 years","Males","Number","14,778"
"2014","Netherlands","87 years","Females","Number","29,465"
"2014","Netherlands","88 years","Males","Number","11,978"
"2014","Netherlands","88 years","Females","Number","26,020"
"2014","Netherlands","89 years","Males","Number","9,761"
"2014","Netherlands","89 years","Females","Number","23,407"
"2014","Netherlands","90 years","Males","Number","8,161"
"2014","Netherlands","90 years","Females","Number","20,186"
"2014","Netherlands","91 years","Males","Number","5,995"
"2014","Netherlands","91 years","Females","Number","16,373"
"2014","Netherlands","92 years","Males","Number","4,572"
"2014","Netherlands","92 years","Females","Number","13,422"
"2014","Netherlands","93 years","Males","Number","3,443"
"2014","Netherlands","93 years","Females","Number","10,573"
"2014","Netherlands","94 years","Males","Number","2,005"
"2014","Netherlands","94 years","Females","Number","7,043"
"2014","Netherlands","95 years","Males","Number","1,298"
"2014","Netherlands","95 years","Females","Number","5,085"
"2014","Netherlands","96 years","Males","Number","892"
"2014","Netherlands","96 years","Females","Number","3,759"
"2014","Netherlands","97 years","Males","Number","564"
"2014","Netherlands","97 years","Females","Number","2,664"
"2014","Netherlands","98 years","Males","Number","340"
"2014","Netherlands","98 years","Females","Number","1,755"
"2014","Netherlands","99 years","Males","Number","229"
"2014","Netherlands","99 years","Females","Number","1,239"
"2014","Netherlands","Open-ended age class","Males","Number","278"
"2014","Netherlands","Open-ended age class","Females","Number","1,815"
"2015","Netherlands","Less than 1 year","Males","Number","89,200"
"2015","Netherlands","Less than 1 year","Females","Number","85,481"
"2015","Netherlands","1 year","Males","Number","88,068"
"2015","Netherlands","1 year","Females","Number","83,519"
"2015","Netherlands","2 years","Males","Number","90,389"
"2015","Netherlands","2 years","Females","Number","85,999"
"2015","Netherlands","3 years","Males","Number","92,624"
"2015","Netherlands","3 years","Females","Number","87,862"
"2015","Netherlands","4 years","Males","Number","94,447"
"2015","Netherlands","4 years","Females","Number","90,733"
"2015","Netherlands","5 years","Males","Number","95,173"
"2015","Netherlands","5 years","Females","Number","90,701"
"2015","Netherlands","6 years","Males","Number","95,467"
"2015","Netherlands","6 years","Females","Number","90,654"
"2015","Netherlands","7 years","Males","Number","93,376"
"2015","Netherlands","7 years","Females","Number","89,543"
"2015","Netherlands","8 years","Males","Number","95,697"
"2015","Netherlands","8 years","Females","Number","90,753"
"2015","Netherlands","9 years","Males","Number","96,335"
"2015","Netherlands","9 years","Females","Number","91,956"
"2015","Netherlands","10 years","Males","Number","99,111"
"2015","Netherlands","10 years","Females","Number","95,085"
"2015","Netherlands","11 years","Males","Number","102,917"
"2015","Netherlands","11 years","Females","Number","98,126"
"2015","Netherlands","12 years","Males","Number","103,363"
"2015","Netherlands","12 years","Females","Number","98,646"
"2015","Netherlands","13 years","Males","Number","104,224"
"2015","Netherlands","13 years","Females","Number","99,696"
"2015","Netherlands","14 years","Males","Number","106,060"
"2015","Netherlands","14 years","Females","Number","101,861"
"2015","Netherlands","15 years","Males","Number","104,076"
"2015","Netherlands","15 years","Females","Number","99,158"
"2015","Netherlands","16 years","Males","Number","103,488"
"2015","Netherlands","16 years","Females","Number","98,647"
"2015","Netherlands","17 years","Males","Number","100,425"
"2015","Netherlands","17 years","Females","Number","96,333"
"2015","Netherlands","18 years","Males","Number","101,698"
"2015","Netherlands","18 years","Females","Number","95,963"
"2015","Netherlands","19 years","Males","Number","102,596"
"2015","Netherlands","19 years","Females","Number","98,609"
"2015","Netherlands","20 years","Males","Number","106,496"
"2015","Netherlands","20 years","Females","Number","102,705"
"2015","Netherlands","21 years","Males","Number","106,527"
"2015","Netherlands","21 years","Females","Number","103,336"
"2015","Netherlands","22 years","Males","Number","108,394"
"2015","Netherlands","22 years","Females","Number","105,105"
"2015","Netherlands","23 years","Males","Number","109,987"
"2015","Netherlands","23 years","Females","Number","107,392"
"2015","Netherlands","24 years","Males","Number","110,918"
"2015","Netherlands","24 years","Females","Number","108,172"
"2015","Netherlands","25 years","Males","Number","106,761"
"2015","Netherlands","25 years","Females","Number","105,343"
"2015","Netherlands","26 years","Males","Number","106,050"
"2015","Netherlands","26 years","Females","Number","104,283"
"2015","Netherlands","27 years","Males","Number","106,765"
"2015","Netherlands","27 years","Females","Number","104,232"
"2015","Netherlands","28 years","Males","Number","105,884"
"2015","Netherlands","28 years","Females","Number","104,815"
"2015","Netherlands","29 years","Males","Number","103,940"
"2015","Netherlands","29 years","Females","Number","102,601"
"2015","Netherlands","30 years","Males","Number","102,760"
"2015","Netherlands","30 years","Females","Number","100,877"
"2015","Netherlands","31 years","Males","Number","99,834"
"2015","Netherlands","31 years","Females","Number","98,563"
"2015","Netherlands","32 years","Males","Number","100,368"
"2015","Netherlands","32 years","Females","Number","99,363"
"2015","Netherlands","33 years","Males","Number","101,862"
"2015","Netherlands","33 years","Females","Number","102,145"
"2015","Netherlands","34 years","Males","Number","103,679"
"2015","Netherlands","34 years","Females","Number","103,290"
"2015","Netherlands","35 years","Males","Number","100,201"
"2015","Netherlands","35 years","Females","Number","100,206"
"2015","Netherlands","36 years","Males","Number","100,342"
"2015","Netherlands","36 years","Females","Number","100,732"
"2015","Netherlands","37 years","Males","Number","98,632"
"2015","Netherlands","37 years","Females","Number","99,508"
"2015","Netherlands","38 years","Males","Number","100,324"
"2015","Netherlands","38 years","Females","Number","99,977"
"2015","Netherlands","39 years","Males","Number","100,644"
"2015","Netherlands","39 years","Females","Number","101,434"
"2015","Netherlands","40 years","Males","Number","105,095"
"2015","Netherlands","40 years","Females","Number","106,162"
"2015","Netherlands","41 years","Males","Number","108,965"
"2015","Netherlands","41 years","Females","Number","110,109"
"2015","Netherlands","42 years","Males","Number","117,802"
"2015","Netherlands","42 years","Females","Number","119,449"
"2015","Netherlands","43 years","Males","Number","124,640"
"2015","Netherlands","43 years","Females","Number","124,500"
"2015","Netherlands","44 years","Males","Number","130,316"
"2015","Netherlands","44 years","Females","Number","129,826"
"2015","Netherlands","45 years","Males","Number","133,718"
"2015","Netherlands","45 years","Females","Number","132,285"
"2015","Netherlands","46 years","Males","Number","127,958"
"2015","Netherlands","46 years","Females","Number","127,041"
"2015","Netherlands","47 years","Males","Number","127,215"
"2015","Netherlands","47 years","Females","Number","125,296"
"2015","Netherlands","48 years","Males","Number","128,025"
"2015","Netherlands","48 years","Females","Number","126,139"
"2015","Netherlands","49 years","Males","Number","130,402"
"2015","Netherlands","49 years","Females","Number","127,838"
"2015","Netherlands","50 years","Males","Number","132,572"
"2015","Netherlands","50 years","Females","Number","130,396"
"2015","Netherlands","51 years","Males","Number","130,119"
"2015","Netherlands","51 years","Females","Number","128,185"
"2015","Netherlands","52 years","Males","Number","127,207"
"2015","Netherlands","52 years","Females","Number","126,492"
"2015","Netherlands","53 years","Males","Number","125,787"
"2015","Netherlands","53 years","Females","Number","125,247"
"2015","Netherlands","54 years","Males","Number","122,399"
"2015","Netherlands","54 years","Females","Number","121,780"
"2015","Netherlands","55 years","Males","Number","121,097"
"2015","Netherlands","55 years","Females","Number","120,678"
"2015","Netherlands","56 years","Males","Number","117,653"
"2015","Netherlands","56 years","Females","Number","117,306"
"2015","Netherlands","57 years","Males","Number","114,782"
"2015","Netherlands","57 years","Females","Number","114,933"
"2015","Netherlands","58 years","Males","Number","112,953"
"2015","Netherlands","58 years","Females","Number","112,602"
"2015","Netherlands","59 years","Males","Number","109,146"
"2015","Netherlands","59 years","Females","Number","110,236"
"2015","Netherlands","60 years","Males","Number","107,846"
"2015","Netherlands","60 years","Females","Number","107,831"
"2015","Netherlands","61 years","Males","Number","105,798"
"2015","Netherlands","61 years","Females","Number","106,031"
"2015","Netherlands","62 years","Males","Number","105,751"
"2015","Netherlands","62 years","Females","Number","105,859"
"2015","Netherlands","63 years","Males","Number","101,844"
"2015","Netherlands","63 years","Females","Number","101,625"
"2015","Netherlands","64 years","Males","Number","101,587"
"2015","Netherlands","64 years","Females","Number","102,012"
"2015","Netherlands","65 years","Males","Number","102,156"
"2015","Netherlands","65 years","Females","Number","102,677"
"2015","Netherlands","66 years","Males","Number","104,450"
"2015","Netherlands","66 years","Females","Number","104,991"
"2015","Netherlands","67 years","Males","Number","108,141"
"2015","Netherlands","67 years","Females","Number","110,358"
"2015","Netherlands","68 years","Males","Number","110,680"
"2015","Netherlands","68 years","Females","Number","112,692"
"2015","Netherlands","69 years","Males","Number","77,782"
"2015","Netherlands","69 years","Females","Number","80,505"
"2015","Netherlands","70 years","Males","Number","79,867"
"2015","Netherlands","70 years","Females","Number","83,422"
"2015","Netherlands","71 years","Males","Number","74,569"
"2015","Netherlands","71 years","Females","Number","78,212"
"2015","Netherlands","72 years","Males","Number","67,255"
"2015","Netherlands","72 years","Females","Number","71,677"
"2015","Netherlands","73 years","Males","Number","62,558"
"2015","Netherlands","73 years","Females","Number","67,539"
"2015","Netherlands","74 years","Males","Number","62,026"
"2015","Netherlands","74 years","Females","Number","68,618"
"2015","Netherlands","75 years","Males","Number","57,272"
"2015","Netherlands","75 years","Females","Number","65,456"
"2015","Netherlands","76 years","Males","Number","54,156"
"2015","Netherlands","76 years","Females","Number","62,715"
"2015","Netherlands","77 years","Males","Number","48,338"
"2015","Netherlands","77 years","Females","Number","57,792"
"2015","Netherlands","78 years","Males","Number","45,662"
"2015","Netherlands","78 years","Females","Number","56,105"
"2015","Netherlands","79 years","Males","Number","41,743"
"2015","Netherlands","79 years","Females","Number","53,295"
"2015","Netherlands","80 years","Males","Number","38,266"
"2015","Netherlands","80 years","Females","Number","51,258"
"2015","Netherlands","81 years","Males","Number","34,516"
"2015","Netherlands","81 years","Females","Number","48,171"
"2015","Netherlands","82 years","Males","Number","32,091"
"2015","Netherlands","82 years","Females","Number","47,131"
"2015","Netherlands","83 years","Males","Number","28,598"
"2015","Netherlands","83 years","Females","Number","43,598"
"2015","Netherlands","84 years","Males","Number","25,430"
"2015","Netherlands","84 years","Females","Number","41,433"
"2015","Netherlands","85 years","Males","Number","21,389"
"2015","Netherlands","85 years","Females","Number","37,026"
"2015","Netherlands","86 years","Males","Number","18,356"
"2015","Netherlands","86 years","Females","Number","33,763"
"2015","Netherlands","87 years","Males","Number","15,262"
"2015","Netherlands","87 years","Females","Number","29,373"
"2015","Netherlands","88 years","Males","Number","12,746"
"2015","Netherlands","88 years","Females","Number","26,556"
"2015","Netherlands","89 years","Males","Number","10,187"
"2015","Netherlands","89 years","Females","Number","22,963"
"2015","Netherlands","90 years","Males","Number","8,135"
"2015","Netherlands","90 years","Females","Number","20,339"
"2015","Netherlands","91 years","Males","Number","6,697"
"2015","Netherlands","91 years","Females","Number","17,053"
"2015","Netherlands","92 years","Males","Number","4,753"
"2015","Netherlands","92 years","Females","Number","13,648"
"2015","Netherlands","93 years","Males","Number","3,499"
"2015","Netherlands","93 years","Females","Number","10,943"
"2015","Netherlands","94 years","Males","Number","2,594"
"2015","Netherlands","94 years","Females","Number","8,417"
"2015","Netherlands","95 years","Males","Number","1,496"
"2015","Netherlands","95 years","Females","Number","5,456"
"2015","Netherlands","96 years","Males","Number","912"
"2015","Netherlands","96 years","Females","Number","3,785"
"2015","Netherlands","97 years","Males","Number","616"
"2015","Netherlands","97 years","Females","Number","2,762"
"2015","Netherlands","98 years","Males","Number","368"
"2015","Netherlands","98 years","Females","Number","1,830"
"2015","Netherlands","99 years","Males","Number","217"
"2015","Netherlands","99 years","Females","Number","1,173"
"2015","Netherlands","Open-ended age class","Males","Number","296"
"2015","Netherlands","Open-ended age class","Females","Number","1,874"
"2016","Netherlands","Less than 1 year","Males","Number","87,338"
"2016","Netherlands","Less than 1 year","Females","Number","83,003"
"2016","Netherlands","1 year","Males","Number","89,724"
"2016","Netherlands","1 year","Females","Number","85,997"
"2016","Netherlands","2 years","Males","Number","88,508"
"2016","Netherlands","2 years","Females","Number","83,887"
"2016","Netherlands","3 years","Males","Number","90,806"
"2016","Netherlands","3 years","Females","Number","86,398"
"2016","Netherlands","4 years","Males","Number","92,936"
"2016","Netherlands","4 years","Females","Number","88,257"
"2016","Netherlands","5 years","Males","Number","94,838"
"2016","Netherlands","5 years","Females","Number","90,957"
"2016","Netherlands","6 years","Males","Number","95,504"
"2016","Netherlands","6 years","Females","Number","91,023"
"2016","Netherlands","7 years","Males","Number","95,910"
"2016","Netherlands","7 years","Females","Number","91,044"
"2016","Netherlands","8 years","Males","Number","93,744"
"2016","Netherlands","8 years","Females","Number","89,914"
"2016","Netherlands","9 years","Males","Number","96,015"
"2016","Netherlands","9 years","Females","Number","91,089"
"2016","Netherlands","10 years","Males","Number","96,718"
"2016","Netherlands","10 years","Females","Number","92,279"
"2016","Netherlands","11 years","Males","Number","99,493"
"2016","Netherlands","11 years","Females","Number","95,450"
"2016","Netherlands","12 years","Males","Number","103,231"
"2016","Netherlands","12 years","Females","Number","98,436"
"2016","Netherlands","13 years","Males","Number","103,749"
"2016","Netherlands","13 years","Females","Number","98,990"
"2016","Netherlands","14 years","Males","Number","104,573"
"2016","Netherlands","14 years","Females","Number","99,961"
"2016","Netherlands","15 years","Males","Number","106,513"
"2016","Netherlands","15 years","Females","Number","102,191"
"2016","Netherlands","16 years","Males","Number","104,867"
"2016","Netherlands","16 years","Females","Number","99,569"
"2016","Netherlands","17 years","Males","Number","104,517"
"2016","Netherlands","17 years","Females","Number","99,152"
"2016","Netherlands","18 years","Males","Number","102,098"
"2016","Netherlands","18 years","Females","Number","97,903"
"2016","Netherlands","19 years","Males","Number","103,730"
"2016","Netherlands","19 years","Females","Number","98,187"
"2016","Netherlands","20 years","Males","Number","104,103"
"2016","Netherlands","20 years","Females","Number","100,716"
"2016","Netherlands","21 years","Males","Number","107,864"
"2016","Netherlands","21 years","Females","Number","104,401"
"2016","Netherlands","22 years","Males","Number","107,947"
"2016","Netherlands","22 years","Females","Number","104,871"
"2016","Netherlands","23 years","Males","Number","109,870"
"2016","Netherlands","23 years","Females","Number","106,518"
"2016","Netherlands","24 years","Males","Number","111,236"
"2016","Netherlands","24 years","Females","Number","108,420"
"2016","Netherlands","25 years","Males","Number","111,992"
"2016","Netherlands","25 years","Females","Number","108,847"
"2016","Netherlands","26 years","Males","Number","107,783"
"2016","Netherlands","26 years","Females","Number","105,977"
"2016","Netherlands","27 years","Males","Number","106,795"
"2016","Netherlands","27 years","Females","Number","104,992"
"2016","Netherlands","28 years","Males","Number","107,521"
"2016","Netherlands","28 years","Females","Number","104,853"
"2016","Netherlands","29 years","Males","Number","106,699"
"2016","Netherlands","29 years","Females","Number","105,543"
"2016","Netherlands","30 years","Males","Number","104,634"
"2016","Netherlands","30 years","Females","Number","103,194"
"2016","Netherlands","31 years","Males","Number","103,321"
"2016","Netherlands","31 years","Females","Number","101,364"
"2016","Netherlands","32 years","Males","Number","100,339"
"2016","Netherlands","32 years","Females","Number","99,186"
"2016","Netherlands","33 years","Males","Number","100,839"
"2016","Netherlands","33 years","Females","Number","99,700"
"2016","Netherlands","34 years","Males","Number","102,198"
"2016","Netherlands","34 years","Females","Number","102,566"
"2016","Netherlands","35 years","Males","Number","104,115"
"2016","Netherlands","35 years","Females","Number","103,610"
"2016","Netherlands","36 years","Males","Number","100,507"
"2016","Netherlands","36 years","Females","Number","100,514"
"2016","Netherlands","37 years","Males","Number","100,484"
"2016","Netherlands","37 years","Females","Number","100,947"
"2016","Netherlands","38 years","Males","Number","98,833"
"2016","Netherlands","38 years","Females","Number","99,755"
"2016","Netherlands","39 years","Males","Number","100,411"
"2016","Netherlands","39 years","Females","Number","100,237"
"2016","Netherlands","40 years","Males","Number","100,718"
"2016","Netherlands","40 years","Females","Number","101,724"
"2016","Netherlands","41 years","Males","Number","105,256"
"2016","Netherlands","41 years","Females","Number","106,293"
"2016","Netherlands","42 years","Males","Number","109,025"
"2016","Netherlands","42 years","Females","Number","110,261"
"2016","Netherlands","43 years","Males","Number","117,940"
"2016","Netherlands","43 years","Females","Number","119,507"
"2016","Netherlands","44 years","Males","Number","124,679"
"2016","Netherlands","44 years","Females","Number","124,579"
"2016","Netherlands","45 years","Males","Number","130,208"
"2016","Netherlands","45 years","Females","Number","129,863"
"2016","Netherlands","46 years","Males","Number","133,565"
"2016","Netherlands","46 years","Females","Number","132,303"
"2016","Netherlands","47 years","Males","Number","127,834"
"2016","Netherlands","47 years","Females","Number","126,987"
"2016","Netherlands","48 years","Males","Number","127,011"
"2016","Netherlands","48 years","Females","Number","125,225"
"2016","Netherlands","49 years","Males","Number","127,731"
"2016","Netherlands","49 years","Females","Number","126,017"
"2016","Netherlands","50 years","Males","Number","129,999"
"2016","Netherlands","50 years","Females","Number","127,577"
"2016","Netherlands","51 years","Males","Number","132,171"
"2016","Netherlands","51 years","Females","Number","130,154"
"2016","Netherlands","52 years","Males","Number","129,718"
"2016","Netherlands","52 years","Females","Number","127,946"
"2016","Netherlands","53 years","Males","Number","126,695"
"2016","Netherlands","53 years","Females","Number","126,131"
"2016","Netherlands","54 years","Males","Number","125,261"
"2016","Netherlands","54 years","Females","Number","124,867"
"2016","Netherlands","55 years","Males","Number","121,886"
"2016","Netherlands","55 years","Females","Number","121,327"
"2016","Netherlands","56 years","Males","Number","120,499"
"2016","Netherlands","56 years","Females","Number","120,230"
"2016","Netherlands","57 years","Males","Number","117,111"
"2016","Netherlands","57 years","Females","Number","116,855"
"2016","Netherlands","58 years","Males","Number","114,108"
"2016","Netherlands","58 years","Females","Number","114,428"
"2016","Netherlands","59 years","Males","Number","112,131"
"2016","Netherlands","59 years","Females","Number","112,039"
"2016","Netherlands","60 years","Males","Number","108,299"
"2016","Netherlands","60 years","Females","Number","109,680"
"2016","Netherlands","61 years","Males","Number","106,954"
"2016","Netherlands","61 years","Females","Number","107,179"
"2016","Netherlands","62 years","Males","Number","104,855"
"2016","Netherlands","62 years","Females","Number","105,299"
"2016","Netherlands","63 years","Males","Number","104,721"
"2016","Netherlands","63 years","Females","Number","105,110"
"2016","Netherlands","64 years","Males","Number","100,786"
"2016","Netherlands","64 years","Females","Number","100,869"
"2016","Netherlands","65 years","Males","Number","100,254"
"2016","Netherlands","65 years","Females","Number","101,127"
"2016","Netherlands","66 years","Males","Number","100,733"
"2016","Netherlands","66 years","Females","Number","101,724"
"2016","Netherlands","67 years","Males","Number","102,945"
"2016","Netherlands","67 years","Females","Number","103,973"
"2016","Netherlands","68 years","Males","Number","106,461"
"2016","Netherlands","68 years","Females","Number","109,194"
"2016","Netherlands","69 years","Males","Number","108,834"
"2016","Netherlands","69 years","Females","Number","111,458"
"2016","Netherlands","70 years","Males","Number","76,251"
"2016","Netherlands","70 years","Females","Number","79,524"
"2016","Netherlands","71 years","Males","Number","78,123"
"2016","Netherlands","71 years","Females","Number","82,268"
"2016","Netherlands","72 years","Males","Number","72,862"
"2016","Netherlands","72 years","Females","Number","77,081"
"2016","Netherlands","73 years","Males","Number","65,632"
"2016","Netherlands","73 years","Females","Number","70,605"
"2016","Netherlands","74 years","Males","Number","60,778"
"2016","Netherlands","74 years","Females","Number","66,388"
"2016","Netherlands","75 years","Males","Number","60,036"
"2016","Netherlands","75 years","Females","Number","67,338"
"2016","Netherlands","76 years","Males","Number","55,293"
"2016","Netherlands","76 years","Females","Number","64,077"
"2016","Netherlands","77 years","Males","Number","52,191"
"2016","Netherlands","77 years","Females","Number","61,200"
"2016","Netherlands","78 years","Males","Number","46,236"
"2016","Netherlands","78 years","Females","Number","56,178"
"2016","Netherlands","79 years","Males","Number","43,415"
"2016","Netherlands","79 years","Females","Number","54,381"
"2016","Netherlands","80 years","Males","Number","39,477"
"2016","Netherlands","80 years","Females","Number","51,361"
"2016","Netherlands","81 years","Males","Number","35,838"
"2016","Netherlands","81 years","Females","Number","49,122"
"2016","Netherlands","82 years","Males","Number","32,104"
"2016","Netherlands","82 years","Females","Number","45,903"
"2016","Netherlands","83 years","Males","Number","29,567"
"2016","Netherlands","83 years","Females","Number","44,568"
"2016","Netherlands","84 years","Males","Number","26,060"
"2016","Netherlands","84 years","Females","Number","40,936"
"2016","Netherlands","85 years","Males","Number","22,896"
"2016","Netherlands","85 years","Females","Number","38,526"
"2016","Netherlands","86 years","Males","Number","18,874"
"2016","Netherlands","86 years","Females","Number","33,975"
"2016","Netherlands","87 years","Males","Number","16,041"
"2016","Netherlands","87 years","Females","Number","30,574"
"2016","Netherlands","88 years","Males","Number","13,125"
"2016","Netherlands","88 years","Females","Number","26,210"
"2016","Netherlands","89 years","Males","Number","10,812"
"2016","Netherlands","89 years","Females","Number","23,267"
"2016","Netherlands","90 years","Males","Number","8,426"
"2016","Netherlands","90 years","Females","Number","19,883"
"2016","Netherlands","91 years","Males","Number","6,515"
"2016","Netherlands","91 years","Females","Number","17,214"
"2016","Netherlands","92 years","Males","Number","5,300"
"2016","Netherlands","92 years","Females","Number","14,029"
"2016","Netherlands","93 years","Males","Number","3,549"
"2016","Netherlands","93 years","Females","Number","10,941"
"2016","Netherlands","94 years","Males","Number","2,586"
"2016","Netherlands","94 years","Females","Number","8,535"
"2016","Netherlands","95 years","Males","Number","1,873"
"2016","Netherlands","95 years","Females","Number","6,435"
"2016","Netherlands","96 years","Males","Number","1,049"
"2016","Netherlands","96 years","Females","Number","4,015"
"2016","Netherlands","97 years","Males","Number","627"
"2016","Netherlands","97 years","Females","Number","2,684"
"2016","Netherlands","98 years","Males","Number","397"
"2016","Netherlands","98 years","Females","Number","1,895"
"2016","Netherlands","99 years","Males","Number","237"
"2016","Netherlands","99 years","Females","Number","1,221"
"2016","Netherlands","Open-ended age class","Males","Number","274"
"2016","Netherlands","Open-ended age class","Females","Number","1,827"
