"TIME","GEO","UNIT","AGE","SEX","PROJECTION","Value"
"2015","Netherlands","Person","Less than 1 year","Males","Baseline projections ","89,200"
"2015","Netherlands","Person","Less than 1 year","Females","Baseline projections ","85,481"
"2015","Netherlands","Person","1 year","Males","Baseline projections ","88,068"
"2015","Netherlands","Person","1 year","Females","Baseline projections ","83,519"
"2015","Netherlands","Person","2 years","Males","Baseline projections ","90,389"
"2015","Netherlands","Person","2 years","Females","Baseline projections ","85,999"
"2015","Netherlands","Person","3 years","Males","Baseline projections ","92,624"
"2015","Netherlands","Person","3 years","Females","Baseline projections ","87,862"
"2015","Netherlands","Person","4 years","Males","Baseline projections ","94,447"
"2015","Netherlands","Person","4 years","Females","Baseline projections ","90,733"
"2015","Netherlands","Person","5 years","Males","Baseline projections ","95,173"
"2015","Netherlands","Person","5 years","Females","Baseline projections ","90,701"
"2015","Netherlands","Person","6 years","Males","Baseline projections ","95,467"
"2015","Netherlands","Person","6 years","Females","Baseline projections ","90,654"
"2015","Netherlands","Person","7 years","Males","Baseline projections ","93,376"
"2015","Netherlands","Person","7 years","Females","Baseline projections ","89,543"
"2015","Netherlands","Person","8 years","Males","Baseline projections ","95,697"
"2015","Netherlands","Person","8 years","Females","Baseline projections ","90,753"
"2015","Netherlands","Person","9 years","Males","Baseline projections ","96,335"
"2015","Netherlands","Person","9 years","Females","Baseline projections ","91,956"
"2015","Netherlands","Person","10 years","Males","Baseline projections ","99,111"
"2015","Netherlands","Person","10 years","Females","Baseline projections ","95,085"
"2015","Netherlands","Person","11 years","Males","Baseline projections ","102,917"
"2015","Netherlands","Person","11 years","Females","Baseline projections ","98,126"
"2015","Netherlands","Person","12 years","Males","Baseline projections ","103,363"
"2015","Netherlands","Person","12 years","Females","Baseline projections ","98,646"
"2015","Netherlands","Person","13 years","Males","Baseline projections ","104,224"
"2015","Netherlands","Person","13 years","Females","Baseline projections ","99,696"
"2015","Netherlands","Person","14 years","Males","Baseline projections ","106,060"
"2015","Netherlands","Person","14 years","Females","Baseline projections ","101,861"
"2015","Netherlands","Person","15 years","Males","Baseline projections ","104,076"
"2015","Netherlands","Person","15 years","Females","Baseline projections ","99,158"
"2015","Netherlands","Person","16 years","Males","Baseline projections ","103,488"
"2015","Netherlands","Person","16 years","Females","Baseline projections ","98,647"
"2015","Netherlands","Person","17 years","Males","Baseline projections ","100,425"
"2015","Netherlands","Person","17 years","Females","Baseline projections ","96,333"
"2015","Netherlands","Person","18 years","Males","Baseline projections ","101,698"
"2015","Netherlands","Person","18 years","Females","Baseline projections ","95,963"
"2015","Netherlands","Person","19 years","Males","Baseline projections ","102,596"
"2015","Netherlands","Person","19 years","Females","Baseline projections ","98,609"
"2015","Netherlands","Person","20 years","Males","Baseline projections ","106,496"
"2015","Netherlands","Person","20 years","Females","Baseline projections ","102,705"
"2015","Netherlands","Person","21 years","Males","Baseline projections ","106,527"
"2015","Netherlands","Person","21 years","Females","Baseline projections ","103,336"
"2015","Netherlands","Person","22 years","Males","Baseline projections ","108,394"
"2015","Netherlands","Person","22 years","Females","Baseline projections ","105,105"
"2015","Netherlands","Person","23 years","Males","Baseline projections ","109,987"
"2015","Netherlands","Person","23 years","Females","Baseline projections ","107,392"
"2015","Netherlands","Person","24 years","Males","Baseline projections ","110,918"
"2015","Netherlands","Person","24 years","Females","Baseline projections ","108,172"
"2015","Netherlands","Person","25 years","Males","Baseline projections ","106,761"
"2015","Netherlands","Person","25 years","Females","Baseline projections ","105,343"
"2015","Netherlands","Person","26 years","Males","Baseline projections ","106,050"
"2015","Netherlands","Person","26 years","Females","Baseline projections ","104,283"
"2015","Netherlands","Person","27 years","Males","Baseline projections ","106,765"
"2015","Netherlands","Person","27 years","Females","Baseline projections ","104,232"
"2015","Netherlands","Person","28 years","Males","Baseline projections ","105,884"
"2015","Netherlands","Person","28 years","Females","Baseline projections ","104,815"
"2015","Netherlands","Person","29 years","Males","Baseline projections ","103,940"
"2015","Netherlands","Person","29 years","Females","Baseline projections ","102,601"
"2015","Netherlands","Person","30 years","Males","Baseline projections ","102,760"
"2015","Netherlands","Person","30 years","Females","Baseline projections ","100,877"
"2015","Netherlands","Person","31 years","Males","Baseline projections ","99,834"
"2015","Netherlands","Person","31 years","Females","Baseline projections ","98,563"
"2015","Netherlands","Person","32 years","Males","Baseline projections ","100,368"
"2015","Netherlands","Person","32 years","Females","Baseline projections ","99,363"
"2015","Netherlands","Person","33 years","Males","Baseline projections ","101,862"
"2015","Netherlands","Person","33 years","Females","Baseline projections ","102,145"
"2015","Netherlands","Person","34 years","Males","Baseline projections ","103,679"
"2015","Netherlands","Person","34 years","Females","Baseline projections ","103,290"
"2015","Netherlands","Person","35 years","Males","Baseline projections ","100,201"
"2015","Netherlands","Person","35 years","Females","Baseline projections ","100,206"
"2015","Netherlands","Person","36 years","Males","Baseline projections ","100,342"
"2015","Netherlands","Person","36 years","Females","Baseline projections ","100,732"
"2015","Netherlands","Person","37 years","Males","Baseline projections ","98,632"
"2015","Netherlands","Person","37 years","Females","Baseline projections ","99,508"
"2015","Netherlands","Person","38 years","Males","Baseline projections ","100,324"
"2015","Netherlands","Person","38 years","Females","Baseline projections ","99,977"
"2015","Netherlands","Person","39 years","Males","Baseline projections ","100,644"
"2015","Netherlands","Person","39 years","Females","Baseline projections ","101,434"
"2015","Netherlands","Person","40 years","Males","Baseline projections ","105,095"
"2015","Netherlands","Person","40 years","Females","Baseline projections ","106,162"
"2015","Netherlands","Person","41 years","Males","Baseline projections ","108,965"
"2015","Netherlands","Person","41 years","Females","Baseline projections ","110,109"
"2015","Netherlands","Person","42 years","Males","Baseline projections ","117,802"
"2015","Netherlands","Person","42 years","Females","Baseline projections ","119,449"
"2015","Netherlands","Person","43 years","Males","Baseline projections ","124,640"
"2015","Netherlands","Person","43 years","Females","Baseline projections ","124,500"
"2015","Netherlands","Person","44 years","Males","Baseline projections ","130,316"
"2015","Netherlands","Person","44 years","Females","Baseline projections ","129,826"
"2015","Netherlands","Person","45 years","Males","Baseline projections ","133,718"
"2015","Netherlands","Person","45 years","Females","Baseline projections ","132,285"
"2015","Netherlands","Person","46 years","Males","Baseline projections ","127,958"
"2015","Netherlands","Person","46 years","Females","Baseline projections ","127,041"
"2015","Netherlands","Person","47 years","Males","Baseline projections ","127,215"
"2015","Netherlands","Person","47 years","Females","Baseline projections ","125,296"
"2015","Netherlands","Person","48 years","Males","Baseline projections ","128,025"
"2015","Netherlands","Person","48 years","Females","Baseline projections ","126,139"
"2015","Netherlands","Person","49 years","Males","Baseline projections ","130,402"
"2015","Netherlands","Person","49 years","Females","Baseline projections ","127,838"
"2015","Netherlands","Person","50 years","Males","Baseline projections ","132,572"
"2015","Netherlands","Person","50 years","Females","Baseline projections ","130,396"
"2015","Netherlands","Person","51 years","Males","Baseline projections ","130,119"
"2015","Netherlands","Person","51 years","Females","Baseline projections ","128,185"
"2015","Netherlands","Person","52 years","Males","Baseline projections ","127,207"
"2015","Netherlands","Person","52 years","Females","Baseline projections ","126,492"
"2015","Netherlands","Person","53 years","Males","Baseline projections ","125,787"
"2015","Netherlands","Person","53 years","Females","Baseline projections ","125,247"
"2015","Netherlands","Person","54 years","Males","Baseline projections ","122,399"
"2015","Netherlands","Person","54 years","Females","Baseline projections ","121,780"
"2015","Netherlands","Person","55 years","Males","Baseline projections ","121,097"
"2015","Netherlands","Person","55 years","Females","Baseline projections ","120,678"
"2015","Netherlands","Person","56 years","Males","Baseline projections ","117,653"
"2015","Netherlands","Person","56 years","Females","Baseline projections ","117,306"
"2015","Netherlands","Person","57 years","Males","Baseline projections ","114,782"
"2015","Netherlands","Person","57 years","Females","Baseline projections ","114,933"
"2015","Netherlands","Person","58 years","Males","Baseline projections ","112,953"
"2015","Netherlands","Person","58 years","Females","Baseline projections ","112,602"
"2015","Netherlands","Person","59 years","Males","Baseline projections ","109,146"
"2015","Netherlands","Person","59 years","Females","Baseline projections ","110,236"
"2015","Netherlands","Person","60 years","Males","Baseline projections ","107,846"
"2015","Netherlands","Person","60 years","Females","Baseline projections ","107,831"
"2015","Netherlands","Person","61 years","Males","Baseline projections ","105,798"
"2015","Netherlands","Person","61 years","Females","Baseline projections ","106,031"
"2015","Netherlands","Person","62 years","Males","Baseline projections ","105,751"
"2015","Netherlands","Person","62 years","Females","Baseline projections ","105,859"
"2015","Netherlands","Person","63 years","Males","Baseline projections ","101,844"
"2015","Netherlands","Person","63 years","Females","Baseline projections ","101,625"
"2015","Netherlands","Person","64 years","Males","Baseline projections ","101,587"
"2015","Netherlands","Person","64 years","Females","Baseline projections ","102,012"
"2015","Netherlands","Person","65 years","Males","Baseline projections ","102,156"
"2015","Netherlands","Person","65 years","Females","Baseline projections ","102,677"
"2015","Netherlands","Person","66 years","Males","Baseline projections ","104,450"
"2015","Netherlands","Person","66 years","Females","Baseline projections ","104,991"
"2015","Netherlands","Person","67 years","Males","Baseline projections ","108,141"
"2015","Netherlands","Person","67 years","Females","Baseline projections ","110,358"
"2015","Netherlands","Person","68 years","Males","Baseline projections ","110,680"
"2015","Netherlands","Person","68 years","Females","Baseline projections ","112,692"
"2015","Netherlands","Person","69 years","Males","Baseline projections ","77,782"
"2015","Netherlands","Person","69 years","Females","Baseline projections ","80,505"
"2015","Netherlands","Person","70 years","Males","Baseline projections ","79,867"
"2015","Netherlands","Person","70 years","Females","Baseline projections ","83,422"
"2015","Netherlands","Person","71 years","Males","Baseline projections ","74,569"
"2015","Netherlands","Person","71 years","Females","Baseline projections ","78,212"
"2015","Netherlands","Person","72 years","Males","Baseline projections ","67,255"
"2015","Netherlands","Person","72 years","Females","Baseline projections ","71,677"
"2015","Netherlands","Person","73 years","Males","Baseline projections ","62,558"
"2015","Netherlands","Person","73 years","Females","Baseline projections ","67,539"
"2015","Netherlands","Person","74 years","Males","Baseline projections ","62,026"
"2015","Netherlands","Person","74 years","Females","Baseline projections ","68,618"
"2015","Netherlands","Person","75 years","Males","Baseline projections ","57,272"
"2015","Netherlands","Person","75 years","Females","Baseline projections ","65,456"
"2015","Netherlands","Person","76 years","Males","Baseline projections ","54,156"
"2015","Netherlands","Person","76 years","Females","Baseline projections ","62,715"
"2015","Netherlands","Person","77 years","Males","Baseline projections ","48,338"
"2015","Netherlands","Person","77 years","Females","Baseline projections ","57,792"
"2015","Netherlands","Person","78 years","Males","Baseline projections ","45,662"
"2015","Netherlands","Person","78 years","Females","Baseline projections ","56,105"
"2015","Netherlands","Person","79 years","Males","Baseline projections ","41,743"
"2015","Netherlands","Person","79 years","Females","Baseline projections ","53,295"
"2015","Netherlands","Person","80 years","Males","Baseline projections ","38,266"
"2015","Netherlands","Person","80 years","Females","Baseline projections ","51,258"
"2015","Netherlands","Person","81 years","Males","Baseline projections ","34,516"
"2015","Netherlands","Person","81 years","Females","Baseline projections ","48,171"
"2015","Netherlands","Person","82 years","Males","Baseline projections ","32,091"
"2015","Netherlands","Person","82 years","Females","Baseline projections ","47,131"
"2015","Netherlands","Person","83 years","Males","Baseline projections ","28,598"
"2015","Netherlands","Person","83 years","Females","Baseline projections ","43,598"
"2015","Netherlands","Person","84 years","Males","Baseline projections ","25,430"
"2015","Netherlands","Person","84 years","Females","Baseline projections ","41,433"
"2015","Netherlands","Person","85 years","Males","Baseline projections ","21,389"
"2015","Netherlands","Person","85 years","Females","Baseline projections ","37,026"
"2015","Netherlands","Person","86 years","Males","Baseline projections ","18,356"
"2015","Netherlands","Person","86 years","Females","Baseline projections ","33,763"
"2015","Netherlands","Person","87 years","Males","Baseline projections ","15,262"
"2015","Netherlands","Person","87 years","Females","Baseline projections ","29,373"
"2015","Netherlands","Person","88 years","Males","Baseline projections ","12,746"
"2015","Netherlands","Person","88 years","Females","Baseline projections ","26,556"
"2015","Netherlands","Person","89 years","Males","Baseline projections ","10,187"
"2015","Netherlands","Person","89 years","Females","Baseline projections ","22,963"
"2015","Netherlands","Person","90 years","Males","Baseline projections ","8,135"
"2015","Netherlands","Person","90 years","Females","Baseline projections ","20,339"
"2015","Netherlands","Person","91 years","Males","Baseline projections ","6,697"
"2015","Netherlands","Person","91 years","Females","Baseline projections ","17,053"
"2015","Netherlands","Person","92 years","Males","Baseline projections ","4,753"
"2015","Netherlands","Person","92 years","Females","Baseline projections ","13,648"
"2015","Netherlands","Person","93 years","Males","Baseline projections ","3,499"
"2015","Netherlands","Person","93 years","Females","Baseline projections ","10,943"
"2015","Netherlands","Person","94 years","Males","Baseline projections ","2,594"
"2015","Netherlands","Person","94 years","Females","Baseline projections ","8,417"
"2015","Netherlands","Person","95 years","Males","Baseline projections ","1,496"
"2015","Netherlands","Person","95 years","Females","Baseline projections ","5,456"
"2015","Netherlands","Person","96 years","Males","Baseline projections ","912"
"2015","Netherlands","Person","96 years","Females","Baseline projections ","3,785"
"2015","Netherlands","Person","97 years","Males","Baseline projections ","616"
"2015","Netherlands","Person","97 years","Females","Baseline projections ","2,762"
"2015","Netherlands","Person","98 years","Males","Baseline projections ","368"
"2015","Netherlands","Person","98 years","Females","Baseline projections ","1,830"
"2015","Netherlands","Person","99 years","Males","Baseline projections ","217"
"2015","Netherlands","Person","99 years","Females","Baseline projections ","1,173"
"2015","Netherlands","Person","100 years or over","Males","Baseline projections ","296"
"2015","Netherlands","Person","100 years or over","Females","Baseline projections ","1,874"
"2016","Netherlands","Person","Less than 1 year","Males","Baseline projections ","87,536"
"2016","Netherlands","Person","Less than 1 year","Females","Baseline projections ","82,461"
"2016","Netherlands","Person","1 year","Males","Baseline projections ","89,746"
"2016","Netherlands","Person","1 year","Females","Baseline projections ","85,823"
"2016","Netherlands","Person","2 years","Males","Baseline projections ","88,535"
"2016","Netherlands","Person","2 years","Females","Baseline projections ","83,796"
"2016","Netherlands","Person","3 years","Males","Baseline projections ","90,781"
"2016","Netherlands","Person","3 years","Females","Baseline projections ","86,187"
"2016","Netherlands","Person","4 years","Males","Baseline projections ","92,955"
"2016","Netherlands","Person","4 years","Females","Baseline projections ","88,122"
"2016","Netherlands","Person","5 years","Males","Baseline projections ","94,730"
"2016","Netherlands","Person","5 years","Females","Baseline projections ","90,882"
"2016","Netherlands","Person","6 years","Males","Baseline projections ","95,513"
"2016","Netherlands","Person","6 years","Females","Baseline projections ","90,878"
"2016","Netherlands","Person","7 years","Males","Baseline projections ","95,807"
"2016","Netherlands","Person","7 years","Females","Baseline projections ","90,895"
"2016","Netherlands","Person","8 years","Males","Baseline projections ","93,719"
"2016","Netherlands","Person","8 years","Females","Baseline projections ","89,826"
"2016","Netherlands","Person","9 years","Males","Baseline projections ","96,043"
"2016","Netherlands","Person","9 years","Females","Baseline projections ","90,987"
"2016","Netherlands","Person","10 years","Males","Baseline projections ","96,684"
"2016","Netherlands","Person","10 years","Females","Baseline projections ","92,230"
"2016","Netherlands","Person","11 years","Males","Baseline projections ","99,441"
"2016","Netherlands","Person","11 years","Females","Baseline projections ","95,289"
"2016","Netherlands","Person","12 years","Males","Baseline projections ","103,250"
"2016","Netherlands","Person","12 years","Females","Baseline projections ","98,386"
"2016","Netherlands","Person","13 years","Males","Baseline projections ","103,681"
"2016","Netherlands","Person","13 years","Females","Baseline projections ","98,907"
"2016","Netherlands","Person","14 years","Males","Baseline projections ","104,556"
"2016","Netherlands","Person","14 years","Females","Baseline projections ","99,947"
"2016","Netherlands","Person","15 years","Males","Baseline projections ","106,376"
"2016","Netherlands","Person","15 years","Females","Baseline projections ","102,115"
"2016","Netherlands","Person","16 years","Males","Baseline projections ","104,456"
"2016","Netherlands","Person","16 years","Females","Baseline projections ","99,455"
"2016","Netherlands","Person","17 years","Males","Baseline projections ","103,997"
"2016","Netherlands","Person","17 years","Females","Baseline projections ","99,047"
"2016","Netherlands","Person","18 years","Males","Baseline projections ","101,808"
"2016","Netherlands","Person","18 years","Females","Baseline projections ","97,845"
"2016","Netherlands","Person","19 years","Males","Baseline projections ","103,546"
"2016","Netherlands","Person","19 years","Females","Baseline projections ","98,263"
"2016","Netherlands","Person","20 years","Males","Baseline projections ","104,106"
"2016","Netherlands","Person","20 years","Females","Baseline projections ","100,699"
"2016","Netherlands","Person","21 years","Males","Baseline projections ","107,885"
"2016","Netherlands","Person","21 years","Females","Baseline projections ","104,575"
"2016","Netherlands","Person","22 years","Males","Baseline projections ","107,989"
"2016","Netherlands","Person","22 years","Females","Baseline projections ","105,171"
"2016","Netherlands","Person","23 years","Males","Baseline projections ","109,953"
"2016","Netherlands","Person","23 years","Females","Baseline projections ","106,670"
"2016","Netherlands","Person","24 years","Males","Baseline projections ","111,428"
"2016","Netherlands","Person","24 years","Females","Baseline projections ","108,832"
"2016","Netherlands","Person","25 years","Males","Baseline projections ","112,213"
"2016","Netherlands","Person","25 years","Females","Baseline projections ","109,321"
"2016","Netherlands","Person","26 years","Males","Baseline projections ","107,945"
"2016","Netherlands","Person","26 years","Females","Baseline projections ","106,384"
"2016","Netherlands","Person","27 years","Males","Baseline projections ","107,180"
"2016","Netherlands","Person","27 years","Females","Baseline projections ","105,205"
"2016","Netherlands","Person","28 years","Males","Baseline projections ","107,773"
"2016","Netherlands","Person","28 years","Females","Baseline projections ","105,051"
"2016","Netherlands","Person","29 years","Males","Baseline projections ","106,779"
"2016","Netherlands","Person","29 years","Females","Baseline projections ","105,580"
"2016","Netherlands","Person","30 years","Males","Baseline projections ","104,725"
"2016","Netherlands","Person","30 years","Females","Baseline projections ","103,236"
"2016","Netherlands","Person","31 years","Males","Baseline projections ","103,344"
"2016","Netherlands","Person","31 years","Females","Baseline projections ","101,367"
"2016","Netherlands","Person","32 years","Males","Baseline projections ","100,367"
"2016","Netherlands","Person","32 years","Females","Baseline projections ","99,056"
"2016","Netherlands","Person","33 years","Males","Baseline projections ","100,850"
"2016","Netherlands","Person","33 years","Females","Baseline projections ","99,810"
"2016","Netherlands","Person","34 years","Males","Baseline projections ","102,293"
"2016","Netherlands","Person","34 years","Females","Baseline projections ","102,494"
"2016","Netherlands","Person","35 years","Males","Baseline projections ","103,996"
"2016","Netherlands","Person","35 years","Females","Baseline projections ","103,621"
"2016","Netherlands","Person","36 years","Males","Baseline projections ","100,446"
"2016","Netherlands","Person","36 years","Females","Baseline projections ","100,521"
"2016","Netherlands","Person","37 years","Males","Baseline projections ","100,546"
"2016","Netherlands","Person","37 years","Females","Baseline projections ","100,948"
"2016","Netherlands","Person","38 years","Males","Baseline projections ","98,804"
"2016","Netherlands","Person","38 years","Females","Baseline projections ","99,723"
"2016","Netherlands","Person","39 years","Males","Baseline projections ","100,457"
"2016","Netherlands","Person","39 years","Females","Baseline projections ","100,188"
"2016","Netherlands","Person","40 years","Males","Baseline projections ","100,723"
"2016","Netherlands","Person","40 years","Females","Baseline projections ","101,574"
"2016","Netherlands","Person","41 years","Males","Baseline projections ","105,127"
"2016","Netherlands","Person","41 years","Females","Baseline projections ","106,334"
"2016","Netherlands","Person","42 years","Males","Baseline projections ","108,998"
"2016","Netherlands","Person","42 years","Females","Baseline projections ","110,233"
"2016","Netherlands","Person","43 years","Males","Baseline projections ","117,789"
"2016","Netherlands","Person","43 years","Females","Baseline projections ","119,549"
"2016","Netherlands","Person","44 years","Males","Baseline projections ","124,530"
"2016","Netherlands","Person","44 years","Females","Baseline projections ","124,532"
"2016","Netherlands","Person","45 years","Males","Baseline projections ","130,165"
"2016","Netherlands","Person","45 years","Females","Baseline projections ","129,822"
"2016","Netherlands","Person","46 years","Males","Baseline projections ","133,506"
"2016","Netherlands","Person","46 years","Females","Baseline projections ","132,243"
"2016","Netherlands","Person","47 years","Males","Baseline projections ","127,721"
"2016","Netherlands","Person","47 years","Females","Baseline projections ","126,959"
"2016","Netherlands","Person","48 years","Males","Baseline projections ","126,971"
"2016","Netherlands","Person","48 years","Females","Baseline projections ","125,190"
"2016","Netherlands","Person","49 years","Males","Baseline projections ","127,698"
"2016","Netherlands","Person","49 years","Females","Baseline projections ","126,027"
"2016","Netherlands","Person","50 years","Males","Baseline projections ","130,088"
"2016","Netherlands","Person","50 years","Females","Baseline projections ","127,653"
"2016","Netherlands","Person","51 years","Males","Baseline projections ","132,161"
"2016","Netherlands","Person","51 years","Females","Baseline projections ","130,131"
"2016","Netherlands","Person","52 years","Males","Baseline projections ","129,678"
"2016","Netherlands","Person","52 years","Females","Baseline projections ","127,920"
"2016","Netherlands","Person","53 years","Males","Baseline projections ","126,765"
"2016","Netherlands","Person","53 years","Females","Baseline projections ","126,208"
"2016","Netherlands","Person","54 years","Males","Baseline projections ","125,251"
"2016","Netherlands","Person","54 years","Females","Baseline projections ","124,871"
"2016","Netherlands","Person","55 years","Males","Baseline projections ","121,848"
"2016","Netherlands","Person","55 years","Females","Baseline projections ","121,363"
"2016","Netherlands","Person","56 years","Males","Baseline projections ","120,527"
"2016","Netherlands","Person","56 years","Females","Baseline projections ","120,281"
"2016","Netherlands","Person","57 years","Males","Baseline projections ","117,013"
"2016","Netherlands","Person","57 years","Females","Baseline projections ","116,872"
"2016","Netherlands","Person","58 years","Males","Baseline projections ","114,091"
"2016","Netherlands","Person","58 years","Females","Baseline projections ","114,450"
"2016","Netherlands","Person","59 years","Males","Baseline projections ","112,213"
"2016","Netherlands","Person","59 years","Females","Baseline projections ","112,055"
"2016","Netherlands","Person","60 years","Males","Baseline projections ","108,348"
"2016","Netherlands","Person","60 years","Females","Baseline projections ","109,647"
"2016","Netherlands","Person","61 years","Males","Baseline projections ","107,010"
"2016","Netherlands","Person","61 years","Females","Baseline projections ","107,203"
"2016","Netherlands","Person","62 years","Males","Baseline projections ","104,885"
"2016","Netherlands","Person","62 years","Females","Baseline projections ","105,349"
"2016","Netherlands","Person","63 years","Males","Baseline projections ","104,733"
"2016","Netherlands","Person","63 years","Females","Baseline projections ","105,124"
"2016","Netherlands","Person","64 years","Males","Baseline projections ","100,791"
"2016","Netherlands","Person","64 years","Females","Baseline projections ","100,904"
"2016","Netherlands","Person","65 years","Males","Baseline projections ","100,345"
"2016","Netherlands","Person","65 years","Females","Baseline projections ","101,115"
"2016","Netherlands","Person","66 years","Males","Baseline projections ","100,801"
"2016","Netherlands","Person","66 years","Females","Baseline projections ","101,753"
"2016","Netherlands","Person","67 years","Males","Baseline projections ","102,976"
"2016","Netherlands","Person","67 years","Females","Baseline projections ","103,989"
"2016","Netherlands","Person","68 years","Males","Baseline projections ","106,491"
"2016","Netherlands","Person","68 years","Females","Baseline projections ","109,236"
"2016","Netherlands","Person","69 years","Males","Baseline projections ","108,826"
"2016","Netherlands","Person","69 years","Females","Baseline projections ","111,438"
"2016","Netherlands","Person","70 years","Males","Baseline projections ","76,338"
"2016","Netherlands","Person","70 years","Females","Baseline projections ","79,544"
"2016","Netherlands","Person","71 years","Males","Baseline projections ","78,259"
"2016","Netherlands","Person","71 years","Females","Baseline projections ","82,331"
"2016","Netherlands","Person","72 years","Males","Baseline projections ","72,917"
"2016","Netherlands","Person","72 years","Females","Baseline projections ","77,093"
"2016","Netherlands","Person","73 years","Males","Baseline projections ","65,588"
"2016","Netherlands","Person","73 years","Females","Baseline projections ","70,551"
"2016","Netherlands","Person","74 years","Males","Baseline projections ","60,829"
"2016","Netherlands","Person","74 years","Females","Baseline projections ","66,366"
"2016","Netherlands","Person","75 years","Males","Baseline projections ","60,117"
"2016","Netherlands","Person","75 years","Females","Baseline projections ","67,293"
"2016","Netherlands","Person","76 years","Males","Baseline projections ","55,304"
"2016","Netherlands","Person","76 years","Females","Baseline projections ","64,045"
"2016","Netherlands","Person","77 years","Males","Baseline projections ","52,074"
"2016","Netherlands","Person","77 years","Females","Baseline projections ","61,193"
"2016","Netherlands","Person","78 years","Males","Baseline projections ","46,242"
"2016","Netherlands","Person","78 years","Females","Baseline projections ","56,222"
"2016","Netherlands","Person","79 years","Males","Baseline projections ","43,431"
"2016","Netherlands","Person","79 years","Females","Baseline projections ","54,373"
"2016","Netherlands","Person","80 years","Males","Baseline projections ","39,446"
"2016","Netherlands","Person","80 years","Females","Baseline projections ","51,416"
"2016","Netherlands","Person","81 years","Males","Baseline projections ","35,881"
"2016","Netherlands","Person","81 years","Females","Baseline projections ","49,192"
"2016","Netherlands","Person","82 years","Males","Baseline projections ","32,085"
"2016","Netherlands","Person","82 years","Females","Baseline projections ","45,947"
"2016","Netherlands","Person","83 years","Males","Baseline projections ","29,543"
"2016","Netherlands","Person","83 years","Females","Baseline projections ","44,636"
"2016","Netherlands","Person","84 years","Males","Baseline projections ","26,043"
"2016","Netherlands","Person","84 years","Females","Baseline projections ","40,948"
"2016","Netherlands","Person","85 years","Males","Baseline projections ","22,880"
"2016","Netherlands","Person","85 years","Females","Baseline projections ","38,531"
"2016","Netherlands","Person","86 years","Males","Baseline projections ","18,987"
"2016","Netherlands","Person","86 years","Females","Baseline projections ","34,046"
"2016","Netherlands","Person","87 years","Males","Baseline projections ","16,049"
"2016","Netherlands","Person","87 years","Females","Baseline projections ","30,655"
"2016","Netherlands","Person","88 years","Males","Baseline projections ","13,126"
"2016","Netherlands","Person","88 years","Females","Baseline projections ","26,293"
"2016","Netherlands","Person","89 years","Males","Baseline projections ","10,764"
"2016","Netherlands","Person","89 years","Females","Baseline projections ","23,388"
"2016","Netherlands","Person","90 years","Males","Baseline projections ","8,434"
"2016","Netherlands","Person","90 years","Females","Baseline projections ","19,864"
"2016","Netherlands","Person","91 years","Males","Baseline projections ","6,585"
"2016","Netherlands","Person","91 years","Females","Baseline projections ","17,243"
"2016","Netherlands","Person","92 years","Males","Baseline projections ","5,288"
"2016","Netherlands","Person","92 years","Females","Baseline projections ","14,144"
"2016","Netherlands","Person","93 years","Males","Baseline projections ","3,653"
"2016","Netherlands","Person","93 years","Females","Baseline projections ","11,041"
"2016","Netherlands","Person","94 years","Males","Baseline projections ","2,610"
"2016","Netherlands","Person","94 years","Females","Baseline projections ","8,612"
"2016","Netherlands","Person","95 years","Males","Baseline projections ","1,872"
"2016","Netherlands","Person","95 years","Females","Baseline projections ","6,423"
"2016","Netherlands","Person","96 years","Males","Baseline projections ","1,040"
"2016","Netherlands","Person","96 years","Females","Baseline projections ","4,020"
"2016","Netherlands","Person","97 years","Males","Baseline projections ","609"
"2016","Netherlands","Person","97 years","Females","Baseline projections ","2,683"
"2016","Netherlands","Person","98 years","Males","Baseline projections ","393"
"2016","Netherlands","Person","98 years","Females","Baseline projections ","1,875"
"2016","Netherlands","Person","99 years","Males","Baseline projections ","224"
"2016","Netherlands","Person","99 years","Females","Baseline projections ","1,183"
"2016","Netherlands","Person","100 years or over","Males","Baseline projections ","296"
"2016","Netherlands","Person","100 years or over","Females","Baseline projections ","1,863"
"2017","Netherlands","Person","Less than 1 year","Males","Baseline projections ","88,915"
"2017","Netherlands","Person","Less than 1 year","Females","Baseline projections ","83,765"
"2017","Netherlands","Person","1 year","Males","Baseline projections ","88,297"
"2017","Netherlands","Person","1 year","Females","Baseline projections ","83,010"
"2017","Netherlands","Person","2 years","Males","Baseline projections ","90,411"
"2017","Netherlands","Person","2 years","Females","Baseline projections ","86,291"
"2017","Netherlands","Person","3 years","Males","Baseline projections ","89,108"
"2017","Netherlands","Person","3 years","Females","Baseline projections ","84,161"
"2017","Netherlands","Person","4 years","Males","Baseline projections ","91,286"
"2017","Netherlands","Person","4 years","Females","Baseline projections ","86,631"
"2017","Netherlands","Person","5 years","Males","Baseline projections ","93,403"
"2017","Netherlands","Person","5 years","Females","Baseline projections ","88,437"
"2017","Netherlands","Person","6 years","Males","Baseline projections ","95,228"
"2017","Netherlands","Person","6 years","Females","Baseline projections ","91,219"
"2017","Netherlands","Person","7 years","Males","Baseline projections ","96,001"
"2017","Netherlands","Person","7 years","Females","Baseline projections ","91,276"
"2017","Netherlands","Person","8 years","Males","Baseline projections ","96,291"
"2017","Netherlands","Person","8 years","Females","Baseline projections ","91,325"
